03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_4_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_4_epoch_oos,04_peers/peer_5_samples_per_second,04_peers/peer_5_samples_accumulated,04_peers/peer_5_epoch,04_peers/peer_5_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
39156,447.7113860284041,5,32800,284,0.0,386,2,0.5,447.7113860284041,1683057035,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
39693,447.7113860284041,5,32800,285,0.0,388,2,0.5,447.7113860284041,1683057037,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
40232,447.7113860284041,5,32800,286,0.0,389,2,0.5,447.7113860284041,1683057038,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
40772,447.7113860284041,5,32800,287,0.0,390,2,0.5,447.7113860284041,1683057039,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
41312,447.7113860284041,5,32800,288,0.0,391,2,0.5,447.7113860284041,1683057040,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
41853,447.7113860284041,5,32800,289,0.0,392,2,0.5,447.7113860284041,1683057041,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
42395,447.7113860284041,5,32800,290,0.0,394,2,0.5,447.7113860284041,1683057043,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
42937,447.7113860284041,5,32800,291,0.0,395,2,0.5,447.7113860284041,1683057044,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
43478,447.7113860284041,5,32800,292,0.0,396,2,0.5,447.7113860284041,1683057045,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
44025,447.7113860284041,5,32800,293,0.0,397,2,0.5,447.7113860284041,1683057046,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
44567,447.7113860284041,5,32800,294,0.0,398,2,0.5,447.7113860284041,1683057047,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
45110,447.7113860284041,5,32800,295,0.0,400,2,0.5,447.7113860284041,1683057049,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
45649,447.7113860284041,5,32800,296,0.0,401,2,0.5,447.7113860284041,1683057050,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
46194,447.7113860284041,5,32800,297,0.0,402,2,0.5,447.7113860284041,1683057051,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
46737,447.7113860284041,5,32800,298,0.0,403,2,0.5,447.7113860284041,1683057052,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
47279,447.7113860284041,5,32800,299,0.0,404,2,0.5,447.7113860284041,1683057053,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
47818,447.7113860284041,5,32800,300,0.0,406,2,0.5,447.7113860284041,1683057055,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
48357,447.7113860284041,5,32800,301,0.0,407,2,0.5,447.7113860284041,1683057056,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
48897,447.7113860284041,5,32800,302,0.0,408,2,0.5,447.7113860284041,1683057057,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
49438,447.7113860284041,5,32800,303,0.0,409,2,0.5,447.7113860284041,1683057058,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
49980,447.7113860284041,5,32800,304,0.0,410,2,0.5,447.7113860284041,1683057059,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
50519,447.7113860284041,5,32800,305,0.0,412,2,0.5,447.7113860284041,1683057061,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
51058,447.7113860284041,5,32800,306,0.0,413,2,0.5,447.7113860284041,1683057062,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
51599,447.7113860284041,5,32800,307,0.0,414,2,0.5,447.7113860284041,1683057063,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
52142,447.7113860284041,5,32800,308,0.0,415,2,0.5,447.7113860284041,1683057064,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
52683,447.7113860284041,5,32800,309,0.0,417,2,0.5,447.7113860284041,1683057066,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
53227,447.7113860284041,5,32800,310,0.0,418,2,0.5,447.7113860284041,1683057067,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
53766,447.7113860284041,5,32800,311,0.0,419,2,0.5,447.7113860284041,1683057068,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
54306,447.7113860284041,5,32800,312,0.0,420,2,0.5,447.7113860284041,1683057069,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
54847,447.7113860284041,5,32800,313,0.0,421,2,0.5,447.7113860284041,1683057070,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
55388,447.7113860284041,5,32800,314,0.0,423,2,0.5,447.7113860284041,1683057072,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
55931,447.7113860284041,5,32800,315,0.0,424,2,0.5,447.7113860284041,1683057073,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
56470,447.7113860284041,5,32800,316,0.0,425,2,0.5,447.7113860284041,1683057074,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
57012,447.7113860284041,5,32800,317,0.0,426,2,0.5,447.7113860284041,1683057075,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
57552,447.7113860284041,5,32800,318,0.0,427,2,0.5,447.7113860284041,1683057076,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
58096,447.7113860284041,5,32800,319,0.0,429,2,0.5,447.7113860284041,1683057078,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
58637,447.7113860284041,5,32800,320,0.0,430,2,0.5,447.7113860284041,1683057079,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
59180,447.7113860284041,5,32800,321,0.0,431,2,0.5,447.7113860284041,1683057080,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
59724,447.7113860284041,5,32800,322,0.0,432,2,0.5,447.7113860284041,1683057081,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
60262,447.7113860284041,5,32800,323,0.0,433,2,0.5,447.7113860284041,1683057082,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
60801,447.7113860284041,5,32800,324,0.0,435,2,0.5,447.7113860284041,1683057084,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
61339,447.7113860284041,5,32800,325,0.0,436,2,0.5,447.7113860284041,1683057085,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
61878,447.7113860284041,5,32800,326,0.0,437,2,0.5,447.7113860284041,1683057086,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
62423,447.7113860284041,5,32800,327,0.0,438,2,0.5,447.7113860284041,1683057087,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
62961,447.7113860284041,5,32800,328,0.0,439,2,0.5,447.7113860284041,1683057088,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
63504,447.7113860284041,5,32800,329,0.0,441,2,0.5,447.7113860284041,1683057090,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
64045,447.7113860284041,5,32800,330,0.0,442,2,0.5,447.7113860284041,1683057091,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
435,447.7113860284041,5,0,331,72.22,443,3,10.0,447.7113860284041,1683057092,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
977,447.7113860284041,5,0,332,71.01,444,3,10.0,447.7113860284041,1683057093,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,84.32,0.0,3.0,0.0,142.61034321878105,0.0,98464.0,32800.0,0.0,229.99734282723756,3.0
1517,447.7113860284041,5,0,333,69.8,446,3,10.0,447.7113860284041,1683057095,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,84.32,0.0,3.0,0.0,,,,,,,
2060,447.7113860284041,5,0,334,68.59,447,3,10.0,447.7113860284041,1683057096,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,84.32,0.0,3.0,0.0,,,,,,,
3144,363.38834337436435,4,0,335,81.52,451,3,10.0,363.38834337436435,1683057100,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,84.32,0.0,3.0,0.0,,,,,,,
4609,363.38834337436435,4,0,336,77.49,455,3,10.0,363.38834337436435,1683057104,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
4981,363.38834337436435,4,0,337,76.47,456,3,10.0,363.38834337436435,1683057105,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
5357,363.38834337436435,4,0,338,75.43,457,3,10.0,363.38834337436435,1683057106,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
5730,363.38834337436435,4,0,339,74.4,458,3,10.0,363.38834337436435,1683057107,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
6104,363.38834337436435,4,0,340,73.38,459,3,10.0,363.38834337436435,1683057108,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
6476,363.38834337436435,4,0,341,72.35,460,3,10.0,363.38834337436435,1683057109,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
6850,363.38834337436435,4,0,342,71.32,461,3,10.0,363.38834337436435,1683057110,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
7223,363.38834337436435,4,0,343,70.3,462,3,10.0,363.38834337436435,1683057111,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
7599,363.38834337436435,4,0,344,69.26,463,3,10.0,363.38834337436435,1683057112,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
7972,363.38834337436435,4,0,345,68.24,464,3,10.0,363.38834337436435,1683057113,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
8345,363.38834337436435,4,0,346,67.21,465,3,10.0,363.38834337436435,1683057114,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
8717,363.38834337436435,4,0,347,66.19,466,3,10.0,363.38834337436435,1683057115,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
9089,363.38834337436435,4,0,348,65.16,467,3,10.0,363.38834337436435,1683057116,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
9461,363.38834337436435,4,0,349,64.14,468,3,10.0,363.38834337436435,1683057117,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
9834,363.38834337436435,4,0,350,63.11,469,3,10.0,363.38834337436435,1683057118,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
10208,363.38834337436435,4,0,351,62.08,470,3,10.0,363.38834337436435,1683057119,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
10581,363.38834337436435,4,0,352,61.06,471,3,10.0,363.38834337436435,1683057120,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
10952,363.38834337436435,4,0,353,60.03,472,3,10.0,363.38834337436435,1683057121,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
11326,363.38834337436435,4,0,354,59.01,473,3,10.0,363.38834337436435,1683057122,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
11703,363.38834337436435,4,0,355,57.97,474,3,10.0,363.38834337436435,1683057123,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
12075,363.38834337436435,4,0,356,56.94,475,3,10.0,363.38834337436435,1683057124,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
12448,363.38834337436435,4,0,357,55.92,476,3,10.0,363.38834337436435,1683057125,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
12821,363.38834337436435,4,0,358,54.89,477,3,10.0,363.38834337436435,1683057126,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
13194,363.38834337436435,4,0,359,53.87,478,3,10.0,363.38834337436435,1683057127,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
13568,363.38834337436435,4,0,360,52.84,479,3,10.0,363.38834337436435,1683057128,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
13942,363.38834337436435,4,0,361,51.81,481,3,10.0,363.38834337436435,1683057130,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
14317,363.38834337436435,4,0,362,50.78,482,3,10.0,363.38834337436435,1683057131,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
14688,363.38834337436435,4,0,363,49.75,483,3,10.0,363.38834337436435,1683057132,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
15061,363.38834337436435,4,0,364,48.73,484,3,10.0,363.38834337436435,1683057133,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
15436,363.38834337436435,4,0,365,47.7,485,3,10.0,363.38834337436435,1683057134,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
15810,363.38834337436435,4,0,366,46.67,486,3,10.0,363.38834337436435,1683057135,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
16183,363.38834337436435,4,0,367,45.64,487,3,10.0,363.38834337436435,1683057136,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
16554,363.38834337436435,4,0,368,44.62,488,3,10.0,363.38834337436435,1683057137,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
16927,363.38834337436435,4,0,369,43.59,489,3,10.0,363.38834337436435,1683057138,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
17300,363.38834337436435,4,0,370,42.57,490,3,10.0,363.38834337436435,1683057139,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
17674,363.38834337436435,4,0,371,41.54,491,3,10.0,363.38834337436435,1683057140,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
18048,363.38834337436435,4,0,372,40.51,492,3,10.0,363.38834337436435,1683057141,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
18423,363.38834337436435,4,0,373,39.48,493,3,10.0,363.38834337436435,1683057142,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
18797,363.38834337436435,4,0,374,38.45,494,3,10.0,363.38834337436435,1683057143,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
19169,363.38834337436435,4,0,375,37.42,495,3,10.0,363.38834337436435,1683057144,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
19541,363.38834337436435,4,0,376,36.4,496,3,10.0,363.38834337436435,1683057145,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
19915,363.38834337436435,4,0,377,35.37,497,3,10.0,363.38834337436435,1683057146,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
20288,363.38834337436435,4,0,378,34.34,498,3,10.0,363.38834337436435,1683057147,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
20663,363.38834337436435,4,0,379,33.31,499,3,10.0,363.38834337436435,1683057148,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
21035,363.38834337436435,4,0,380,32.29,500,3,10.0,363.38834337436435,1683057149,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
21410,363.38834337436435,4,0,381,31.26,501,3,10.0,363.38834337436435,1683057150,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
21784,363.38834337436435,4,0,382,30.23,502,3,10.0,363.38834337436435,1683057151,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
11103,181.81331182379526,2,0,383,119.16,503,3,10.0,181.81331182379526,1683057152,0,0.0,3.0,90.58,0.0,0.0,3.0,0.0,90.59,90.98,91.23,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,
11289,181.81331182379526,2,0,384,118.14,504,3,10.0,181.81331182379526,1683057153,0,0.0,3.0,90.58,0.0,,,,,,91.23,0.0,,,3.0,,0.0,,,,,,,,,,,
11475,181.81331182379526,2,0,385,117.11,505,3,10.0,181.81331182379526,1683057154,0,0.0,3.0,90.58,0.0,,,,,,91.23,0.0,,,3.0,,0.0,,,,,,,,,,,
11661,181.81331182379526,2,0,386,116.09,506,3,10.0,181.81331182379526,1683057155,0,0.0,3.0,90.58,0.0,,,,,,91.23,0.0,,,3.0,,0.0,,,,,,,,,,,
