03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_4_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
19882,145.10252306058658,4,19744,117,88.81,202,0,10.0,145.10252306058658,1683585517,0,5824.0,0.0,36.01,0.0,4864.0,0.0,0.0,36.04,36.37,0.0,0.0,4448.0,36.71,4448.0,0.0,0.0,,,,,,,
20075,145.07482027855082,4,19968,118,87.49,203,0,10.0,145.07482027855082,1683585518,0,5856.0,0.0,36.0,0.0,4896.0,0.0,0.0,36.04,36.36,0.0,0.0,4512.0,36.71,4480.0,0.0,0.0,,,,,,,
20268,145.03407566514693,4,20128,119,86.19,205,0,10.0,145.03407566514693,1683585520,0,5920.0,0.0,35.99,0.0,4960.0,0.0,0.0,36.03,36.35,0.0,0.0,4544.0,36.71,4544.0,0.0,0.0,,,,,,,
20460,145.01238792608078,4,20352,120,84.87,206,0,10.0,145.01238792608078,1683585521,0,5952.0,0.0,35.99,0.0,4992.0,0.0,0.0,36.0,36.33,0.0,0.0,4608.0,36.71,4576.0,0.0,0.0,,,,,,,
20653,145.0022805572284,4,20512,121,83.55,207,0,10.0,145.0022805572284,1683585522,0,6016.0,0.0,36.01,0.0,5056.0,0.0,0.0,35.98,36.31,0.0,0.0,4640.0,36.71,4640.0,0.0,0.0,,,,,,,
20844,144.95833632784252,4,20736,122,82.26,209,0,10.0,144.95833632784252,1683585524,0,6048.0,0.0,36.0,0.0,5088.0,0.0,0.0,35.96,36.32,0.0,0.0,4704.0,36.72,4672.0,0.0,0.0,,,,,,,
21036,144.97738624900916,4,20896,123,80.92,210,0,10.0,144.97738624900916,1683585525,0,6112.0,0.0,35.99,0.0,5152.0,0.0,0.0,35.94,36.3,0.0,0.0,4736.0,36.72,4736.0,0.0,0.0,,,,,,,
21228,144.9493049050862,4,21120,124,79.61,211,0,10.0,144.9493049050862,1683585526,0,6144.0,0.0,36.0,0.0,5184.0,0.0,0.0,35.94,36.32,0.0,0.0,4800.0,36.72,4768.0,0.0,0.0,,,,,,,
21421,144.94222369953053,4,21280,125,78.29,213,0,10.0,144.94222369953053,1683585528,0,6208.0,0.0,36.01,0.0,5248.0,0.0,0.0,35.93,36.28,0.0,0.0,4832.0,36.73,4832.0,0.0,0.0,,,,,,,
21613,144.90749849611808,4,21504,126,76.98,214,0,10.0,144.90749849611808,1683585529,0,6240.0,0.0,36.02,0.0,5280.0,0.0,0.0,35.92,36.27,0.0,0.0,4896.0,36.73,4864.0,0.0,0.0,,,,,,,
21806,144.91022635759896,4,21664,127,75.65,215,0,10.0,144.91022635759896,1683585530,0,6304.0,0.0,36.03,0.0,5344.0,0.0,0.0,35.91,36.24,0.0,0.0,4928.0,36.72,4928.0,0.0,0.0,,,,,,,
21999,144.8704486286739,4,21888,128,74.33,217,0,10.0,144.8704486286739,1683585532,0,6336.0,0.0,36.05,0.0,5376.0,0.0,0.0,35.91,36.23,0.0,0.0,4992.0,36.72,4960.0,0.0,0.0,,,,,,,
22192,144.85728220795588,4,22048,129,73.01,218,0,10.0,144.85728220795588,1683585533,0,6400.0,0.0,36.04,0.0,5440.0,0.0,0.0,35.9,36.21,0.0,0.0,5024.0,36.72,5024.0,0.0,0.0,,,,,,,
22384,144.82515713157738,4,22272,130,71.7,219,0,10.0,144.82515713157738,1683585534,0,6432.0,0.0,36.04,0.0,5472.0,0.0,0.0,35.88,36.21,0.0,0.0,5088.0,36.73,5056.0,0.0,0.0,,,,,,,
22577,144.8001634132642,4,22432,131,70.38,221,0,10.0,144.8001634132642,1683585536,0,6496.0,0.0,36.06,0.0,5536.0,0.0,0.0,35.88,36.18,0.0,0.0,5120.0,36.71,5120.0,0.0,0.0,,,,,,,
22768,144.7500168404717,4,22656,132,69.08,222,0,10.0,144.7500168404717,1683585537,0,6528.0,0.0,36.07,0.0,5568.0,0.0,0.0,35.89,36.15,0.0,0.0,5184.0,36.69,5152.0,0.0,0.0,,,,,,,
22961,144.7192270042119,4,22816,133,67.77,223,0,10.0,144.7192270042119,1683585538,0,6592.0,0.0,36.07,0.0,5632.0,0.0,0.0,35.87,36.15,0.0,0.0,5216.0,36.66,5216.0,0.0,0.0,,,,,,,
23152,144.73235414321033,4,23040,134,66.44,225,0,10.0,144.73235414321033,1683585540,0,6624.0,0.0,36.06,0.0,5664.0,0.0,0.0,35.87,36.13,0.0,0.0,5280.0,36.65,5248.0,0.0,0.0,,,,,,,
23344,144.70848827233408,4,23200,135,65.12,226,0,10.0,144.70848827233408,1683585541,0,6688.0,0.0,36.08,0.0,5728.0,0.0,0.0,35.87,36.13,0.0,0.0,5312.0,36.66,5312.0,0.0,0.0,,,,,,,
23536,144.66976189662032,4,23424,136,63.81,227,0,10.0,144.66976189662032,1683585542,0,6720.0,0.0,36.07,0.0,5760.0,0.0,0.0,35.88,36.13,0.0,0.0,5376.0,36.63,5344.0,0.0,0.0,,,,,,,
23728,144.66245689419526,4,23584,137,62.49,229,0,10.0,144.66245689419526,1683585544,0,6784.0,0.0,36.09,0.0,5824.0,0.0,0.0,35.87,36.11,0.0,0.0,5408.0,36.6,5408.0,0.0,0.0,,,,,,,
23921,144.63116921143936,4,23808,138,61.17,230,0,10.0,144.63116921143936,1683585545,0,6816.0,0.0,36.08,0.0,5856.0,0.0,0.0,35.87,36.12,0.0,0.0,5472.0,36.59,5440.0,0.0,0.0,,,,,,,
24113,144.5904584237203,4,24000,139,59.86,231,0,10.0,144.5904584237203,1683585546,0,6880.0,0.0,36.08,0.0,5920.0,0.0,0.0,35.87,36.11,0.0,0.0,5504.0,36.57,5504.0,0.0,0.0,,,,,,,
24304,144.5358116756979,4,24192,140,58.56,233,0,10.0,144.5358116756979,1683585548,0,6912.0,0.0,36.09,0.0,5952.0,0.0,0.0,35.86,36.08,0.0,0.0,5568.0,36.56,5568.0,0.0,0.0,,,,,,,
24497,144.57744667419843,4,24384,141,57.2,234,0,10.0,144.57744667419843,1683585549,0,6976.0,0.0,36.08,0.0,6016.0,0.0,0.0,35.85,36.07,0.0,0.0,5600.0,36.54,5600.0,0.0,0.0,,,,,,,
24689,144.53525832546555,4,24576,142,55.9,235,0,10.0,144.53525832546555,1683585550,0,7008.0,0.0,36.1,0.0,6048.0,0.0,0.0,35.87,36.07,0.0,0.0,5664.0,36.54,5664.0,0.0,0.0,,,,,,,
24880,144.3767275552996,4,24768,143,54.64,237,0,10.0,144.3767275552996,1683585552,0,7072.0,0.0,36.08,0.0,6112.0,0.0,0.0,35.86,36.06,0.0,0.0,5696.0,36.53,5696.0,0.0,0.0,,,,,,,
25071,144.37416481211528,4,24960,144,53.31,238,0,10.0,144.37416481211528,1683585553,0,7104.0,0.0,36.09,0.0,6144.0,0.0,0.0,35.85,35.92,0.0,0.0,5760.0,36.52,5760.0,0.0,0.0,,,,,,,
25263,144.38259445482973,4,25152,145,51.98,239,0,10.0,144.38259445482973,1683585554,0,7168.0,0.0,36.08,0.0,6208.0,0.0,0.0,35.87,35.92,0.0,0.0,5792.0,36.51,5792.0,0.0,0.0,,,,,,,
25455,144.39117150829205,4,25312,146,50.65,241,0,10.0,144.39117150829205,1683585556,0,7200.0,0.0,36.09,0.0,6240.0,0.0,0.0,35.86,35.95,0.0,0.0,5856.0,36.49,5856.0,0.0,0.0,,,,,,,
25646,144.33959441662125,4,25536,147,49.35,242,0,10.0,144.33959441662125,1683585557,0,7264.0,0.0,36.09,0.0,6272.0,0.0,0.0,35.86,35.97,0.0,0.0,5888.0,36.48,5888.0,0.0,0.0,,,,,,,
25837,144.30811459223474,4,25696,148,48.03,243,0,10.0,144.30811459223474,1683585558,0,7296.0,0.0,36.1,0.0,6336.0,0.0,0.0,35.85,35.95,0.0,0.0,5952.0,36.44,5952.0,0.0,0.0,,,,,,,
26028,144.2910429917075,4,25920,149,46.71,245,0,10.0,144.2910429917075,1683585560,0,7360.0,0.0,36.1,0.0,6368.0,0.0,0.0,35.84,35.94,0.0,0.0,5984.0,36.43,5984.0,0.0,0.0,,,,,,,
26220,144.2674285790298,4,26080,150,45.39,246,0,10.0,144.2674285790298,1683585561,0,7392.0,0.0,36.1,0.0,6432.0,0.0,0.0,35.84,35.92,0.0,0.0,6048.0,36.43,6048.0,0.0,0.0,,,,,,,
26412,144.29122541200235,4,26304,151,44.05,247,0,10.0,144.29122541200235,1683585562,0,7456.0,0.0,36.09,0.0,6464.0,0.0,0.0,35.83,35.93,0.0,0.0,6080.0,36.43,6080.0,0.0,0.0,,,,,,,
26603,144.2849966828342,4,26464,152,42.73,249,0,10.0,144.2849966828342,1683585564,0,7488.0,0.0,36.1,0.0,6528.0,0.0,0.0,35.85,35.92,0.0,0.0,6144.0,36.43,6144.0,0.0,0.0,,,,,,,
26796,144.3363087499048,4,26688,153,41.38,250,0,10.0,144.3363087499048,1683585565,0,7552.0,0.0,36.09,0.0,6560.0,0.0,0.0,35.84,35.94,0.0,0.0,6176.0,36.41,6176.0,0.0,0.0,,,,,,,
26988,144.35325537585928,4,26848,154,40.04,251,0,10.0,144.35325537585928,1683585566,0,7584.0,0.0,36.1,0.0,6624.0,0.0,0.0,35.87,35.96,0.0,0.0,6240.0,36.41,6240.0,0.0,0.0,,,,,,,
27179,144.30002827996128,4,27072,155,38.73,253,0,10.0,144.30002827996128,1683585568,0,7648.0,0.0,36.11,0.0,6656.0,0.0,0.0,35.87,35.97,0.0,0.0,6272.0,36.4,6272.0,0.0,0.0,,,,,,,
27370,144.35476368133823,4,27232,156,37.39,254,0,10.0,144.35476368133823,1683585569,0,7680.0,0.0,36.09,0.0,6720.0,0.0,0.0,35.89,35.95,0.0,0.0,6336.0,36.37,6336.0,0.0,0.0,,,,,,,
27562,144.32216480746663,4,27456,157,36.07,255,0,10.0,144.32216480746663,1683585570,0,7744.0,0.0,36.11,0.0,6752.0,0.0,0.0,35.91,35.94,0.0,0.0,6368.0,36.39,6368.0,0.0,0.0,,,,,,,
27754,144.31325843961,4,27616,158,34.75,257,0,10.0,144.31325843961,1683585572,0,7776.0,0.0,36.11,0.0,6816.0,0.0,0.0,35.9,35.93,0.0,0.0,6432.0,36.37,6432.0,0.0,0.0,,,,,,,
27947,144.30161556253753,4,27840,159,33.41,258,0,10.0,144.30161556253753,1683585573,0,7840.0,0.0,36.1,0.0,6848.0,0.0,0.0,35.9,35.95,0.0,0.0,6464.0,36.36,6464.0,0.0,0.0,,,,,,,
28138,144.27196784485724,4,28000,160,32.09,259,0,10.0,144.27196784485724,1683585574,0,7872.0,0.0,36.12,0.0,6912.0,0.0,0.0,35.9,35.93,0.0,0.0,6528.0,36.35,6528.0,0.0,0.0,,,,,,,
28329,144.25109513685936,4,28224,161,30.77,261,0,10.0,144.25109513685936,1683585576,0,7936.0,0.0,36.1,0.0,6944.0,0.0,0.0,35.9,35.91,0.0,0.0,6560.0,36.36,6560.0,0.0,0.0,,,,,,,
28520,144.2038355120872,4,28384,162,29.46,262,0,10.0,144.2038355120872,1683585577,0,7968.0,0.0,36.11,0.0,7008.0,0.0,0.0,35.9,35.89,0.0,0.0,6624.0,36.35,6624.0,0.0,0.0,,,,,,,
28712,144.19887485486453,4,28608,163,28.13,263,0,10.0,144.19887485486453,1683585578,0,8032.0,0.0,36.11,0.0,7040.0,0.0,0.0,35.89,35.88,0.0,0.0,6656.0,36.32,6656.0,0.0,0.0,,,,,,,
28903,144.19694911354725,4,28768,164,26.8,265,0,10.0,144.19694911354725,1683585580,0,8064.0,0.0,36.1,0.0,7104.0,0.0,0.0,35.91,35.87,0.0,0.0,6720.0,36.31,6720.0,0.0,0.0,,,,,,,
29095,144.2435582139507,4,28960,165,25.47,266,0,10.0,144.2435582139507,1683585581,0,8128.0,0.0,36.11,0.0,7136.0,0.0,0.0,35.92,35.86,0.0,0.0,6752.0,36.31,6752.0,0.0,0.0,,,,,,,
29286,144.26756152671712,4,29152,166,24.13,267,0,10.0,144.26756152671712,1683585582,0,8160.0,0.0,36.12,0.0,7200.0,0.0,0.0,35.95,35.87,0.0,0.0,6784.0,36.31,6816.0,0.0,0.0,,,,,,,
29478,144.2585895296456,4,29344,167,22.8,269,0,10.0,144.2585895296456,1683585584,0,8224.0,0.0,36.13,0.0,7232.0,0.0,0.0,35.95,35.87,0.0,0.0,6848.0,36.31,6848.0,0.0,0.0,,,,,,,
29670,144.2391293991057,4,29536,168,21.48,270,0,10.0,144.2391293991057,1683585585,0,8256.0,0.0,36.13,0.0,7296.0,0.0,0.0,35.97,35.87,0.0,0.0,6880.0,36.29,6912.0,0.0,0.0,,,,,,,
29862,144.25888253052727,4,29728,169,20.14,271,0,10.0,144.25888253052727,1683585586,0,8320.0,0.0,36.12,0.0,7328.0,0.0,0.0,35.98,35.84,0.0,0.0,6944.0,36.29,6944.0,0.0,0.0,,,,,,,
30054,144.25246610167474,4,29920,170,18.82,273,0,10.0,144.25246610167474,1683585588,0,8352.0,0.0,36.13,0.0,7392.0,0.0,0.0,35.98,35.86,0.0,0.0,6976.0,36.29,7008.0,0.0,0.0,,,,,,,
30246,144.26671576823054,4,30112,171,17.48,274,0,9.99,144.26671576823054,1683585589,0,8416.0,0.0,36.12,0.0,7424.0,0.0,0.0,35.99,35.85,0.0,0.0,7040.0,36.3,7040.0,0.0,0.0,,,,,,,
30437,144.25367151583848,4,30304,172,16.16,275,0,9.23,144.25367151583848,1683585590,0,8448.0,0.0,36.12,0.0,7488.0,0.0,0.0,35.99,35.86,0.0,0.0,7072.0,36.3,7104.0,0.0,0.0,,,,,,,
30628,144.2136444095862,4,30496,173,14.84,277,0,8.48,144.2136444095862,1683585592,0,8512.0,0.0,36.11,0.0,7520.0,0.0,0.0,35.99,35.86,0.0,0.0,7136.0,36.28,7136.0,0.0,0.0,,,,,,,
30819,144.16239690094608,4,30688,174,13.52,278,0,7.72,144.16239690094608,1683585593,0,8544.0,0.0,36.11,0.0,7584.0,0.0,0.0,36.0,35.84,0.0,0.0,7168.0,36.26,7200.0,0.0,0.0,,,,,,,
31010,144.14853328114987,4,30880,175,12.19,279,0,6.97,144.14853328114987,1683585594,0,8608.0,0.0,36.12,0.0,7616.0,0.0,0.0,36.0,35.79,0.0,0.0,7232.0,36.26,7232.0,0.0,0.0,,,,,,,
31202,144.1528870331391,4,31072,176,10.87,281,0,6.21,144.1528870331391,1683585596,0,8640.0,0.0,36.1,0.0,7680.0,0.0,0.0,35.99,35.79,0.0,0.0,7264.0,36.27,7296.0,0.0,0.0,,,,,,,
31393,144.15500812109525,4,31264,177,9.54,282,0,5.45,144.15500812109525,1683585597,0,8704.0,0.0,36.09,0.0,7712.0,0.0,0.0,36.0,35.8,0.0,0.0,7328.0,36.27,7328.0,0.0,0.0,,,,,,,
31585,144.15711726048212,4,31456,178,8.21,283,0,4.69,144.15711726048212,1683585598,0,8736.0,0.0,36.1,0.0,7776.0,0.0,0.0,36.03,35.79,0.0,0.0,7360.0,36.24,7392.0,0.0,0.0,,,,,,,
31777,144.14659096401465,4,31648,179,6.87,285,0,3.93,144.14659096401465,1683585600,0,8800.0,0.0,36.09,0.0,7808.0,0.0,0.0,36.02,35.81,0.0,0.0,7424.0,36.25,7424.0,0.0,0.0,,,,,,,
31969,144.11923026457197,4,31840,180,5.55,286,0,3.17,144.11923026457197,1683585601,0,8832.0,0.0,36.09,0.0,7872.0,0.0,0.0,36.0,35.81,0.0,0.0,7456.0,36.26,7488.0,0.0,0.0,,,,,,,
32161,144.16312472310634,4,32032,181,4.21,287,0,2.41,144.16312472310634,1683585602,0,8896.0,0.0,36.09,0.0,7904.0,0.0,0.0,36.0,35.77,0.0,0.0,7520.0,36.26,7520.0,0.0,0.0,,,,,,,
32351,144.1126436018044,4,32224,182,2.89,289,0,1.65,144.1126436018044,1683585604,0,8928.0,0.0,36.08,0.0,7968.0,0.0,0.0,36.04,35.77,0.0,0.0,7552.0,36.26,7584.0,0.0,0.0,,,,,,,
32543,144.0720929844877,4,32416,183,1.56,290,0,0.89,144.0720929844877,1683585605,0,8992.0,0.0,36.05,0.0,8000.0,0.0,0.0,36.06,35.74,0.0,0.0,7616.0,36.26,7616.0,0.0,0.0,,,,,,,
32735,144.09937638457268,4,32608,184,0.23,291,0,0.5,144.09937638457268,1683585606,0,9024.0,0.0,36.05,0.0,8064.0,0.0,0.0,36.07,35.73,0.0,0.0,7648.0,36.23,7680.0,0.0,0.0,,,,,,,
32926,144.03629305845232,4,32800,185,0.0,292,0,0.5,144.03629305845232,1683585607,0,9088.0,0.0,36.07,0.0,8096.0,0.0,0.0,36.06,35.73,0.0,0.0,7712.0,36.24,7712.0,0.0,0.0,,,,,,,
33117,144.03629305845232,4,32800,186,0.0,294,0,0.5,144.03629305845232,1683585609,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
33309,144.03629305845232,4,32800,187,0.0,295,0,0.5,144.03629305845232,1683585610,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
33500,144.03629305845232,4,32800,188,0.0,296,0,0.5,144.03629305845232,1683585611,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
33692,144.03629305845232,4,32800,189,0.0,298,0,0.5,144.03629305845232,1683585613,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
33884,144.03629305845232,4,32800,190,0.0,299,0,0.5,144.03629305845232,1683585614,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
34074,144.03629305845232,4,32800,191,0.0,300,0,0.5,144.03629305845232,1683585615,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
34265,144.03629305845232,4,32800,192,0.0,302,0,0.5,144.03629305845232,1683585617,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
34457,144.03629305845232,4,32800,193,0.0,303,0,0.5,144.03629305845232,1683585618,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
34649,144.03629305845232,4,32800,194,0.0,304,0,0.5,144.03629305845232,1683585619,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
34840,144.03629305845232,4,32800,195,0.0,306,0,0.5,144.03629305845232,1683585621,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
35031,144.03629305845232,4,32800,196,0.0,307,0,0.5,144.03629305845232,1683585622,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
35222,144.03629305845232,4,32800,197,0.0,308,0,0.5,144.03629305845232,1683585623,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
35414,144.03629305845232,4,32800,198,0.0,310,0,0.5,144.03629305845232,1683585625,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
35605,144.03629305845232,4,32800,199,0.0,311,0,0.5,144.03629305845232,1683585626,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
35797,144.03629305845232,4,32800,200,0.0,312,0,0.5,144.03629305845232,1683585627,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
35990,144.03629305845232,4,32800,201,0.0,314,0,0.5,144.03629305845232,1683585629,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
36181,144.03629305845232,4,32800,202,0.0,315,0,0.5,144.03629305845232,1683585630,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
36372,144.03629305845232,4,32800,203,0.0,316,0,0.5,144.03629305845232,1683585631,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
36563,144.03629305845232,4,32800,204,0.0,318,0,0.5,144.03629305845232,1683585633,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
36755,144.03629305845232,4,32800,205,0.0,319,0,0.5,144.03629305845232,1683585634,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
36955,144.03629305845232,4,32800,206,0.0,320,0,0.5,144.03629305845232,1683585635,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
292,149.1509524146628,4,128,207,217.74,322,1,10.0,149.1509524146628,1683585637,0,9120.0,0.0,36.05,0.0,8160.0,0.0,0.0,36.06,35.72,0.0,0.0,7744.0,36.19,7776.0,0.0,0.0,,,,,,,
428,143.28778903847908,4,320,208,225.7,323,1,10.0,143.28778903847908,1683585638,0,32.0,1.0,37.29,0.0,32.0,1.0,0.0,37.34,37.0,0.0,1.0,32.0,37.51,32.0,1.0,0.0,280.9814014174044,0.0,32800.0,32800.0,0.0,116.73370491620133,1.0
653,146.5568683204958,4,512,209,219.13,324,1,10.0,146.5568683204958,1683585639,0,64.0,1.0,34.99,0.0,64.0,1.0,0.0,35.03,36.4,0.0,1.0,96.0,36.86,96.0,1.0,0.0,,,,,,,
848,146.62731158428056,4,704,210,217.69,326,1,10.0,146.62731158428056,1683585641,0,128.0,1.0,36.58,0.0,128.0,1.0,0.0,36.67,36.42,0.0,1.0,128.0,36.88,128.0,1.0,0.0,,,,,,,
1032,145.59613494548273,4,832,211,217.97,327,1,10.0,145.59613494548273,1683585642,0,192.0,1.0,36.58,0.0,160.0,1.0,0.0,36.67,36.47,0.0,1.0,192.0,36.91,160.0,1.0,0.0,,,,,,,
1156,139.91776860798305,4,1024,212,225.93,328,1,10.0,139.91776860798305,1683585643,0,224.0,1.0,36.56,0.0,224.0,1.0,0.0,36.62,35.51,0.0,1.0,224.0,36.91,160.0,1.0,0.0,,,,,,,
1349,140.50519943588347,4,1216,213,223.61,330,1,10.0,140.50519943588347,1683585645,0,288.0,1.0,36.52,0.0,256.0,1.0,0.0,36.6,35.61,0.0,1.0,256.0,31.19,224.0,1.0,0.0,,,,,,,
1547,141.42567732273298,4,1440,214,220.76,331,1,10.0,141.42567732273298,1683585646,0,320.0,1.0,36.5,0.0,320.0,1.0,0.0,36.53,35.78,0.0,1.0,320.0,31.7,256.0,1.0,0.0,,,,,,,
1743,142.13139916543597,4,1632,215,218.28,332,1,10.0,142.13139916543597,1683585647,0,384.0,1.0,36.45,0.0,352.0,1.0,0.0,36.49,35.91,0.0,1.0,384.0,32.58,320.0,1.0,0.0,,,,,,,
1935,142.43994365453813,4,1824,216,216.46,334,1,10.0,142.43994365453813,1683585649,0,416.0,1.0,36.41,0.0,416.0,1.0,0.0,36.43,35.96,0.0,1.0,416.0,33.34,384.0,1.0,0.0,,,,,,,
2129,142.91021590546603,4,2016,217,214.39,335,1,10.0,142.91021590546603,1683585650,0,480.0,1.0,36.36,0.0,448.0,1.0,0.0,36.39,36.01,0.0,1.0,480.0,33.67,416.0,1.0,0.0,,,,,,,
2322,143.0953947279982,4,2208,218,212.77,336,1,10.0,143.0953947279982,1683585651,0,512.0,1.0,36.33,0.0,512.0,1.0,0.0,36.3,36.03,0.0,1.0,512.0,34.26,480.0,1.0,0.0,,,,,,,
2516,143.42760315405496,4,2400,219,210.92,338,1,10.0,143.42760315405496,1683585653,0,576.0,1.0,36.25,0.0,544.0,1.0,0.0,36.25,36.09,0.0,1.0,576.0,34.51,512.0,1.0,0.0,,,,,,,
2707,143.5355062101828,4,2592,220,209.43,339,1,10.0,143.5355062101828,1683585654,0,608.0,1.0,36.21,0.0,608.0,1.0,0.0,36.18,36.1,0.0,1.0,608.0,34.94,576.0,1.0,0.0,,,,,,,
2902,143.78829088271226,4,2784,221,207.71,340,1,10.0,143.78829088271226,1683585655,0,672.0,1.0,36.15,0.0,640.0,1.0,0.0,36.14,36.11,0.0,1.0,672.0,35.13,608.0,1.0,0.0,,,,,,,
3093,143.8562210788412,4,2944,222,206.28,342,1,10.0,143.8562210788412,1683585657,0,704.0,1.0,36.12,0.0,704.0,1.0,0.0,36.08,36.13,0.0,1.0,704.0,35.45,672.0,1.0,0.0,,,,,,,
3285,143.9316001483678,4,3168,223,204.84,343,1,10.0,143.9316001483678,1683585658,0,736.0,1.0,36.1,0.0,736.0,1.0,0.0,36.03,36.15,0.0,1.0,768.0,35.58,704.0,1.0,0.0,,,,,,,
3477,143.99023945479212,4,3328,224,203.43,344,1,10.0,143.99023945479212,1683585659,0,800.0,1.0,36.04,0.0,800.0,1.0,0.0,35.95,36.15,0.0,1.0,800.0,35.8,768.0,1.0,0.0,,,,,,,
3668,143.99861438291882,4,3552,225,202.08,346,1,10.0,143.99861438291882,1683585661,0,832.0,1.0,36.02,0.0,832.0,1.0,0.0,35.92,36.16,0.0,1.0,864.0,35.9,800.0,1.0,0.0,,,,,,,
3899,143.98506242734572,4,3712,226,200.5,347,1,10.0,143.98506242734572,1683585662,0,896.0,1.0,35.99,0.0,896.0,1.0,0.0,35.8,36.15,0.0,1.0,896.0,36.06,864.0,1.0,0.0,,,,,,,
4091,143.97366973359823,4,3936,227,199.19,349,1,10.0,143.97366973359823,1683585664,0,928.0,1.0,35.97,0.0,928.0,1.0,0.0,35.77,36.12,0.0,1.0,960.0,36.13,896.0,1.0,0.0,,,,,,,
4283,143.98729907062517,4,4160,228,197.83,350,1,10.0,143.98729907062517,1683585665,0,992.0,1.0,35.94,0.0,992.0,1.0,0.0,35.68,36.11,0.0,1.0,992.0,36.24,960.0,1.0,0.0,,,,,,,
