04_peers/peer_2_samples_per_second,03_hivemind/global_samples_accumulated,04_peers/peer_3_epoch,03_hivemind/global_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_2_epoch_oos,04_peers/peer_3_epoch_oos,03_hivemind/epoch_based_sps,_step,03_hivemind/epoch_s,03_hivemind/num_peers,04_peers/peer_1_epoch,04_peers/peer_2_epoch,03_hivemind/estimated_current_samples,03_hivemind/undershot_TBS,04_peers/peer_2_samples_accumulated,_runtime,04_peers/peer_3_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,_timestamp,04_peers/peer_4_epoch,03_hivemind/num_clients,03_hivemind/reached_TBS,03_hivemind/overshot_TBS,03_hivemind/eta_next_epoch_s,03_hivemind/total_training_samples,04_peers/peer_3_samples_accumulated,04_peers/peer_4_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_1_samples_per_second,04_peers/peer_4_samples_accumulated,03_hivemind/per_epoch_training_samples,03_hivemind/actual_total_samples_per_second,04_peers/peer_4_samples_per_second
36.19,18912,1.0,1,0.0,0.0,0.0,,317,,4,1.0,1.0,19008,,4672.0,409,36.44,4640.0,145.3285691321094,1680787069.0,1.0,0,,,94.68,,4704.0,0.0,10.0,36.09,4736.0,,145.3285691321094,36.64
36.17,19104,1.0,1,0.0,0.0,0.0,,318,,4,1.0,1.0,19177,,4704.0,410,36.45,4704.0,145.33054678369473,1680787070.0,1.0,0,,,93.52,,4736.0,0.0,10.0,36.06,4768.0,,145.33054678369473,36.64
36.18,19264,1.0,1,0.0,0.0,0.0,,319,,4,1.0,1.0,19347,,4768.0,411,36.43,4736.0,145.3770590198188,1680787071.0,1.0,0,,,92.32,,4800.0,0.0,10.0,36.06,4800.0,,145.3770590198188,36.66
36.18,19424,1.0,1,0.0,0.0,0.0,,320,,4,1.0,1.0,19518,,4800.0,412,36.45,4768.0,145.40874085561904,1680787072.0,1.0,0,,,91.12,,4832.0,0.0,10.0,36.07,4864.0,,145.40874085561904,36.67
36.19,19616,1.0,1,0.0,0.0,0.0,,321,,4,1.0,1.0,19688,,4832.0,413,36.46,4832.0,145.40041421795755,1680787073.0,1.0,0,,,89.96,,4864.0,0.0,10.0,36.08,4896.0,,145.40041421795755,36.68
36.18,19776,1.0,1,0.0,0.0,0.0,,322,,4,1.0,1.0,19858,,4896.0,415,36.46,4864.0,145.4274203859108,1680787075.0,1.0,0,,,88.77,,4928.0,0.0,10.0,36.08,4928.0,,145.4274203859108,36.69
36.2,19936,1.0,1,0.0,0.0,0.0,,323,,4,1.0,1.0,20028,,4928.0,416,36.45,4896.0,145.39812634061047,1680787076.0,1.0,0,,,87.62,,4960.0,0.0,10.0,36.08,4992.0,,145.39812634061047,36.7
36.18,20128,1.0,1,0.0,0.0,0.0,,324,,4,1.0,1.0,20198,,4960.0,417,36.45,4960.0,145.4274632776055,1680787077.0,1.0,0,,,86.44,,4992.0,0.0,10.0,36.08,5024.0,,145.4274632776055,36.69
36.18,20288,1.0,1,0.0,0.0,0.0,,325,,4,1.0,1.0,20368,,5024.0,418,36.45,4992.0,145.44195719199968,1680787078.0,1.0,0,,,85.26,,5056.0,0.0,10.0,36.1,5056.0,,145.44195719199968,36.69
36.19,20448,1.0,1,0.0,0.0,0.0,,326,,4,1.0,1.0,20538,,5056.0,419,36.45,5024.0,145.4508702436488,1680787079.0,1.0,0,,,84.08,,5088.0,0.0,10.0,36.1,5120.0,,145.4508702436488,36.7
36.2,20672,1.0,1,0.0,0.0,0.0,,327,,4,1.0,1.0,20710,,5088.0,421,36.44,5088.0,145.50443346708292,1680787081.0,1.0,0,,,82.87,,5120.0,0.0,10.0,36.11,5152.0,,145.50443346708292,36.7
36.22,20800,1.0,1,0.0,0.0,0.0,,328,,4,1.0,1.0,20880,,5152.0,422,36.47,5120.0,145.51228427893545,1680787082.0,1.0,0,,,81.69,,5184.0,0.0,10.0,36.12,5216.0,,145.51228427893545,36.7
36.22,20960,1.0,1,0.0,0.0,0.0,,329,,4,1.0,1.0,21050,,5184.0,423,36.48,5152.0,145.516196018926,1680787083.0,1.0,0,,,80.53,,5216.0,0.0,10.0,36.13,5248.0,,145.516196018926,36.69
36.22,21184,1.0,1,0.0,0.0,0.0,,330,,4,1.0,1.0,21220,,5216.0,424,36.46,5216.0,145.52461145213474,1680787084.0,1.0,0,,,79.35,,5248.0,0.0,10.0,36.14,5280.0,,145.52461145213474,36.69
36.23,21312,1.0,1,0.0,0.0,0.0,,331,,4,1.0,1.0,21390,,5280.0,425,36.46,5248.0,145.53674242509246,1680787085.0,1.0,0,,,78.18,,5312.0,0.0,10.0,36.15,5344.0,,145.53674242509246,36.69
36.23,21472,1.0,1,0.0,0.0,0.0,,332,,4,1.0,1.0,21560,,5312.0,426,36.46,5280.0,145.51907722097135,1680787086.0,1.0,0,,,77.02,,5344.0,0.0,10.0,36.16,5376.0,,145.51907722097135,36.69
36.22,21696,1.0,1,0.0,0.0,0.0,,333,,4,1.0,1.0,21729,,5344.0,428,36.46,5344.0,145.5227514597914,1680787088.0,1.0,0,,,75.86,,5376.0,0.0,10.0,36.15,5408.0,,145.5227514597914,36.68
36.23,21824,1.0,1,0.0,0.0,0.0,,334,,4,1.0,1.0,21900,,5408.0,429,36.45,5376.0,145.54320201349935,1680787089.0,1.0,0,,,74.67,,5440.0,0.0,10.0,36.16,5472.0,,145.54320201349935,36.69
36.23,21984,1.0,1,0.0,0.0,0.0,,335,,4,1.0,1.0,22069,,5440.0,430,36.46,5408.0,145.56096417292594,1680787090.0,1.0,0,,,73.5,,5472.0,0.0,10.0,36.17,5504.0,,145.56096417292594,36.68
36.23,22176,1.0,1,0.0,0.0,0.0,,336,,4,1.0,1.0,22240,,5472.0,431,36.47,5472.0,145.59360097404743,1680787091.0,1.0,0,,,72.31,,5504.0,0.0,10.0,36.17,5536.0,,145.59360097404743,36.69
36.26,22336,1.0,1,0.0,0.0,0.0,,337,,4,1.0,1.0,22412,,5504.0,432,36.47,5504.0,145.55477284913684,1680787092.0,1.0,0,,,71.15,,5568.0,0.0,10.0,36.18,5600.0,,145.55477284913684,36.69
36.25,22496,1.0,1,0.0,0.0,0.0,,338,,4,1.0,1.0,22582,,5568.0,433,36.47,5536.0,145.56618544182123,1680787093.0,1.0,0,,,69.98,,5600.0,0.0,10.0,36.15,5632.0,,145.56618544182123,36.68
36.25,22688,1.0,1,0.0,0.0,0.0,,339,,4,1.0,1.0,22752,,5600.0,435,36.47,5600.0,145.59285686778486,1680787095.0,1.0,0,,,68.79,,5632.0,0.0,10.0,36.17,5664.0,,145.59285686778486,36.67
36.25,22848,1.0,1,0.0,0.0,0.0,,340,,4,1.0,1.0,22922,,5632.0,436,36.51,5632.0,145.62113546884103,1680787096.0,1.0,0,,,67.61,,5696.0,0.0,10.0,36.15,5728.0,,145.62113546884103,36.69
36.25,22976,1.0,1,0.0,0.0,0.0,,341,,4,1.0,1.0,23092,,5696.0,437,36.52,5664.0,145.6314837866366,1680787097.0,1.0,0,,,66.44,,5728.0,0.0,10.0,36.16,5760.0,,145.6314837866366,36.69
36.26,23200,1.0,1,0.0,0.0,0.0,,342,,4,1.0,1.0,23262,,5728.0,438,36.51,5696.0,145.62708966644345,1680787098.0,1.0,0,,,65.28,,5760.0,0.0,10.0,36.17,5792.0,,145.62708966644345,36.69
36.25,23360,1.0,1,0.0,0.0,0.0,,343,,4,1.0,1.0,23431,,5760.0,439,36.51,5760.0,145.65225462659242,1680787099.0,1.0,0,,,64.1,,5824.0,0.0,10.0,36.17,5856.0,,145.65225462659242,36.69
36.27,23488,1.0,1,0.0,0.0,0.0,,344,,4,1.0,1.0,23601,,5824.0,440,36.53,5792.0,145.64745149034326,1680787100.0,1.0,0,,,62.94,,5856.0,0.0,10.0,36.16,5888.0,,145.64745149034326,36.7
36.27,23712,1.0,1,0.0,0.0,0.0,,345,,4,1.0,1.0,23770,,5856.0,442,36.52,5824.0,145.6139322933247,1680787102.0,1.0,0,,,61.8,,5888.0,0.0,10.0,36.16,5920.0,,145.6139322933247,36.7
36.25,23872,1.0,1,0.0,0.0,0.0,,346,,4,1.0,1.0,23940,,5888.0,443,36.51,5888.0,145.6429071701947,1680787103.0,1.0,0,,,60.62,,5952.0,0.0,10.0,36.16,5984.0,,145.6429071701947,36.7
36.26,24000,1.0,1,0.0,0.0,0.0,,347,,4,1.0,1.0,24110,,5952.0,444,36.52,5920.0,145.6569330060883,1680787104.0,1.0,0,,,59.44,,5984.0,0.0,10.0,36.16,6016.0,,145.6569330060883,36.71
36.26,24224,1.0,1,0.0,0.0,0.0,,348,,4,1.0,1.0,24280,,5984.0,445,36.53,5952.0,145.67547188098524,1680787105.0,1.0,0,,,58.27,,6016.0,0.0,10.0,36.16,6048.0,,145.67547188098524,36.71
36.26,24384,1.0,1,0.0,0.0,0.0,,349,,4,1.0,1.0,24450,,6016.0,446,36.53,6016.0,145.68118517032644,1680787106.0,1.0,0,,,57.1,,6080.0,0.0,10.0,36.17,6112.0,,145.68118517032644,36.72
36.27,24512,1.0,1,0.0,0.0,0.0,,350,,4,1.0,1.0,24619,,6080.0,447,36.52,6048.0,145.6879540594572,1680787107.0,1.0,0,,,55.93,,6112.0,0.0,10.0,36.17,6144.0,,145.6879540594572,36.72
36.27,24736,1.0,1,0.0,0.0,0.0,,351,,4,1.0,1.0,24789,,6112.0,449,36.53,6080.0,145.70213844720678,1680787109.0,1.0,0,,,54.76,,6144.0,0.0,10.0,36.17,6176.0,,145.70213844720678,36.72
36.28,24896,1.0,1,0.0,0.0,0.0,,352,,4,1.0,1.0,24959,,6144.0,450,36.52,6144.0,145.69908214982524,1680787110.0,1.0,0,,,53.6,,6208.0,0.0,10.0,36.17,6240.0,,145.69908214982524,36.73
36.29,25024,1.0,1,0.0,0.0,0.0,,353,,4,1.0,1.0,25128,,6208.0,451,36.51,6176.0,145.68648085372482,1680787111.0,1.0,0,,,52.44,,6240.0,0.0,10.0,36.17,6272.0,,145.68648085372482,36.73
36.28,25248,1.0,1,0.0,0.0,0.0,,354,,4,1.0,1.0,25298,,6240.0,452,36.51,6208.0,145.6542020720932,1680787112.0,1.0,0,,,51.29,,6272.0,0.0,10.0,36.17,6304.0,,145.6542020720932,36.73
36.29,25408,1.0,1,0.0,0.0,0.0,,355,,4,1.0,1.0,25467,,6272.0,453,36.49,6272.0,145.67846825213422,1680787113.0,1.0,0,,,50.12,,6336.0,0.0,10.0,36.15,6368.0,,145.67846825213422,36.73
36.3,25536,1.0,1,0.0,0.0,0.0,,356,,4,1.0,1.0,25637,,6336.0,454,36.51,6304.0,145.6927944764867,1680787114.0,1.0,0,,,48.95,,6368.0,0.0,10.0,36.15,6400.0,,145.6927944764867,36.73
36.29,25728,1.0,1,0.0,0.0,0.0,,357,,4,1.0,1.0,25806,,6368.0,456,36.51,6336.0,145.6655027636786,1680787116.0,1.0,0,,,47.8,,6400.0,0.0,10.0,36.16,6432.0,,145.6655027636786,36.73
36.3,25920,1.0,1,0.0,0.0,0.0,,358,,4,1.0,1.0,25976,,6400.0,457,36.49,6368.0,145.66480863164665,1680787117.0,1.0,0,,,46.63,,6464.0,0.0,10.0,36.14,6496.0,,145.66480863164665,36.74
36.29,26048,1.0,1,0.0,0.0,0.0,,359,,4,1.0,1.0,26145,,6464.0,458,36.49,6432.0,145.67062574703007,1680787118.0,1.0,0,,,45.47,,6496.0,0.0,10.0,36.14,6528.0,,145.67062574703007,36.74
36.28,26240,1.0,1,0.0,0.0,0.0,,360,,4,1.0,1.0,26314,,6496.0,459,36.5,6464.0,145.70331805692646,1680787119.0,1.0,0,,,44.29,,6528.0,0.0,10.0,36.15,6560.0,,145.70331805692646,36.74
36.3,26432,1.0,1,0.0,0.0,0.0,,361,,4,1.0,1.0,26484,,6528.0,460,36.51,6496.0,145.71999315271898,1680787120.0,1.0,0,,,43.13,,6592.0,0.0,10.0,36.16,6624.0,,145.71999315271898,36.74
36.3,26560,1.0,1,0.0,0.0,0.0,,362,,4,1.0,1.0,26653,,6592.0,461,36.51,6560.0,145.720005460342,1680787121.0,1.0,0,,,41.97,,6624.0,0.0,10.0,36.17,6656.0,,145.720005460342,36.74
36.29,26752,1.0,1,0.0,0.0,0.0,,363,,4,1.0,1.0,26821,,6624.0,462,36.52,6592.0,145.74575583701107,1680787122.0,1.0,0,,,40.8,,6656.0,0.0,10.0,36.17,6688.0,,145.74575583701107,36.74
36.3,26912,1.0,1,0.0,0.0,0.0,,364,,4,1.0,1.0,26991,,6656.0,464,36.54,6624.0,145.73134581837394,1680787124.0,1.0,0,,,39.64,,6720.0,0.0,10.0,36.18,6752.0,,145.73134581837394,36.73
36.29,27072,1.0,1,0.0,0.0,0.0,,365,,4,1.0,1.0,27161,,6688.0,465,36.53,6688.0,145.73837093851915,1680787125.0,1.0,0,,,38.47,,6752.0,0.0,10.0,36.18,6784.0,,145.73837093851915,36.73
36.31,27264,1.0,1,0.0,0.0,0.0,,366,,4,1.0,1.0,27331,,6752.0,466,36.53,6720.0,145.70550213329778,1680787126.0,1.0,0,,,37.31,,6784.0,0.0,10.0,36.17,6816.0,,145.70550213329778,36.72
36.29,27424,1.0,1,0.0,0.0,0.0,,367,,4,1.0,1.0,27501,,6784.0,467,36.54,6752.0,145.67701192656364,1680787127.0,1.0,0,,,36.16,,6848.0,0.0,10.0,36.16,6880.0,,145.67701192656364,36.72
36.3,27584,1.0,1,0.0,0.0,0.0,,368,,4,1.0,1.0,27670,,6816.0,468,36.52,6816.0,145.65751507773984,1680787128.0,1.0,0,,,35.0,,6880.0,0.0,10.0,36.14,6912.0,,145.65751507773984,36.72
36.28,27776,1.0,1,0.0,0.0,0.0,,369,,4,1.0,1.0,27840,,6880.0,469,36.5,6848.0,145.66924144056978,1680787129.0,1.0,0,,,33.83,,6912.0,0.0,10.0,36.15,6944.0,,145.66924144056978,36.72
36.29,27936,1.0,1,0.0,0.0,0.0,,370,,4,1.0,1.0,28008,,6912.0,471,36.51,6880.0,145.6305487000193,1680787131.0,1.0,0,,,32.69,,6976.0,0.0,10.0,36.15,7008.0,,145.6305487000193,36.72
36.29,28096,1.0,1,0.0,0.0,0.0,,371,,4,1.0,1.0,28177,,6944.0,472,36.49,6944.0,145.6298648817183,1680787132.0,1.0,0,,,31.52,,7008.0,0.0,10.0,36.14,7040.0,,145.6298648817183,36.72
36.27,28288,1.0,1,0.0,0.0,0.0,,372,,4,1.0,1.0,28347,,7008.0,473,36.5,6976.0,145.63444080395598,1680787133.0,1.0,0,,,30.36,,7040.0,0.0,10.0,36.15,7072.0,,145.63444080395598,36.71
36.28,28448,1.0,1,0.0,0.0,0.0,,373,,4,1.0,1.0,28516,,7040.0,474,36.5,7008.0,145.61535372758573,1680787134.0,1.0,0,,,29.2,,7104.0,0.0,10.0,36.14,7136.0,,145.61535372758573,36.71
36.28,28608,1.0,1,0.0,0.0,0.0,,374,,4,1.0,1.0,28685,,7072.0,475,36.49,7072.0,145.64824275423626,1680787135.0,1.0,0,,,28.04,,7136.0,0.0,10.0,36.13,7168.0,,145.64824275423626,36.71
36.3,28768,1.0,1,0.0,0.0,0.0,,375,,4,1.0,1.0,28853,,7136.0,476,36.5,7104.0,145.6406435239454,1680787136.0,1.0,0,,,26.88,,7168.0,0.0,10.0,36.14,7200.0,,145.6406435239454,36.71
36.28,28928,1.0,1,0.0,0.0,0.0,,376,,4,1.0,1.0,29022,,7168.0,478,36.5,7136.0,145.64122354197764,1680787138.0,1.0,0,,,25.72,,7200.0,0.0,10.0,36.13,7264.0,,145.64122354197764,36.72
36.28,29120,1.0,1,0.0,0.0,0.0,,377,,4,1.0,1.0,29191,,7200.0,479,36.5,7168.0,145.62592319568847,1680787139.0,1.0,0,,,24.56,,7264.0,0.0,10.0,36.14,7296.0,,145.62592319568847,36.73
36.27,29280,1.0,1,0.0,0.0,0.0,,378,,4,1.0,1.0,29361,,7264.0,480,36.49,7232.0,145.6338200381894,1680787140.0,1.0,0,,,23.39,,7296.0,0.0,10.0,36.14,7328.0,,145.6338200381894,36.72
36.29,29440,1.0,1,0.0,0.0,0.0,,379,,4,1.0,1.0,29530,,7296.0,481,36.49,7264.0,145.62341324924608,1680787141.0,1.0,0,,,22.23,,7328.0,0.0,10.0,36.14,7392.0,,145.62341324924608,36.72
36.28,29632,1.0,1,0.0,0.0,0.0,,380,,4,1.0,1.0,29699,,7328.0,482,36.48,7296.0,145.59790217428474,1680787142.0,1.0,0,,,21.08,,7392.0,0.0,10.0,36.14,7424.0,,145.59790217428474,36.72
36.26,29792,1.0,1,0.0,0.0,0.0,,381,,4,1.0,1.0,29871,,7392.0,483,36.48,7360.0,145.60494164301141,1680787143.0,1.0,0,,,19.89,,7424.0,0.0,10.0,36.14,7456.0,,145.60494164301141,36.73
36.27,29952,1.0,1,0.0,0.0,0.0,,382,,4,1.0,1.0,30040,,7424.0,485,36.47,7392.0,145.59469097107018,1680787145.0,1.0,0,,,18.74,,7456.0,0.0,10.0,36.14,7520.0,,145.59469097107018,36.73
36.27,30144,1.0,1,0.0,0.0,0.0,,383,,4,1.0,1.0,30209,,7456.0,486,36.44,7424.0,145.58302383548195,1680787146.0,1.0,0,,,17.58,,7520.0,0.0,10.0,36.15,7552.0,,145.58302383548195,36.73
36.26,30304,1.0,1,0.0,0.0,0.0,,384,,4,1.0,1.0,30377,,7520.0,487,36.45,7488.0,145.58243656224352,1680787147.0,1.0,0,,,16.42,,7552.0,0.0,9.38,36.13,7584.0,,145.58243656224352,36.73
36.27,30464,1.0,1,0.0,0.0,0.0,,385,,4,1.0,1.0,30546,,7552.0,488,36.45,7520.0,145.57014526018293,1680787148.0,1.0,0,,,15.26,,7584.0,0.0,8.72,36.13,7648.0,,145.57014526018293,36.73
36.26,30624,1.0,1,0.0,0.0,0.0,,386,,4,1.0,1.0,30716,,7584.0,489,36.45,7552.0,145.58223757571128,1680787149.0,1.0,0,,,14.1,,7648.0,0.0,8.06,36.14,7680.0,,145.58223757571128,36.72
36.26,30816,1.0,1,0.0,0.0,0.0,,387,,4,1.0,1.0,30885,,7616.0,490,36.45,7616.0,145.56686274142032,1680787150.0,1.0,0,,,12.94,,7680.0,0.0,7.39,36.15,7712.0,,145.56686274142032,36.72
36.25,30976,1.0,1,0.0,0.0,0.0,,388,,4,1.0,1.0,31054,,7680.0,492,36.46,7648.0,145.52346507642508,1680787152.0,1.0,0,,,11.78,,7712.0,0.0,6.73,36.15,7776.0,,145.52346507642508,36.71
36.24,31136,1.0,1,0.0,0.0,0.0,,389,,4,1.0,1.0,31223,,7712.0,493,36.44,7680.0,145.49759840149997,1680787153.0,1.0,0,,,10.62,,7776.0,0.0,6.07,36.15,7808.0,,145.49759840149997,36.7
36.21,31328,1.0,1,0.0,0.0,0.0,,390,,4,1.0,1.0,31393,,7744.0,494,36.44,7744.0,145.512151141348,1680787154.0,1.0,0,,,9.45,,7808.0,0.0,5.4,36.15,7840.0,,145.512151141348,36.69
36.22,31488,1.0,1,0.0,0.0,0.0,,391,,4,1.0,1.0,31562,,7808.0,495,36.45,7776.0,145.48195567838155,1680787155.0,1.0,0,,,8.29,,7840.0,0.0,4.74,36.14,7904.0,,145.48195567838155,36.7
36.21,31616,1.0,1,0.0,0.0,0.0,,392,,4,1.0,1.0,31732,,7840.0,496,36.43,7808.0,145.48192657459413,1680787156.0,1.0,0,,,7.12,,7904.0,0.0,4.07,36.14,7936.0,,145.48192657459413,36.7
36.22,31840,1.0,1,0.0,0.0,0.0,,393,,4,1.0,1.0,31900,,7872.0,497,36.43,7840.0,145.49273077737402,1680787157.0,1.0,0,,,5.97,,7936.0,0.0,3.41,36.14,7968.0,,145.49273077737402,36.7
36.22,32000,1.0,1,0.0,0.0,0.0,,394,,4,1.0,1.0,32070,,7936.0,499,36.43,7904.0,145.50663792279212,1680787159.0,1.0,0,,,4.8,,7968.0,0.0,2.74,36.15,8032.0,,145.50663792279212,36.69
36.24,32128,1.0,1,0.0,0.0,0.0,,395,,4,1.0,1.0,32240,,7968.0,500,36.44,7936.0,145.49218134085598,1680787160.0,1.0,0,,,3.63,,8032.0,0.0,2.07,36.13,8064.0,,145.49218134085598,36.7
36.23,32352,1.0,1,0.0,0.0,0.0,,396,,4,1.0,1.0,32410,,8000.0,501,36.44,7968.0,145.50428679789627,1680787161.0,1.0,0,,,2.46,,8064.0,0.0,1.41,36.13,8096.0,,145.50428679789627,36.69
36.24,32512,1.0,1,0.0,0.0,0.0,,397,,4,1.0,1.0,32579,,8064.0,502,36.43,8032.0,145.52226740688047,1680787162.0,1.0,0,,,1.3,,8096.0,0.0,0.74,36.14,8160.0,,145.52226740688047,36.69
36.25,32640,1.0,1,0.0,0.0,0.0,,398,,4,1.0,1.0,32748,,8096.0,503,36.43,8064.0,145.52373335334755,1680787163.0,1.0,0,,,0.13,,8160.0,0.0,0.5,36.14,8192.0,,145.52373335334755,36.69
36.24,32864,1.0,1,0.0,0.0,0.0,,399,,4,1.0,1.0,32915,,8128.0,504,36.44,8096.0,145.24002183344902,1680787164.0,1.0,0,,,0.0,,8192.0,0.0,0.5,36.15,8224.0,,145.24002183344902,36.69
36.26,32864,1.0,1,0.0,0.0,0.0,,400,,4,1.0,1.0,33083,,8192.0,506,36.41,8160.0,145.24002183344902,1680787166.0,1.0,0,,,0.0,,8224.0,0.0,0.5,35.87,8288.0,,145.24002183344902,36.71
36.26,32864,1.0,1,0.0,0.0,0.0,,401,,4,1.0,1.0,33253,,8192.0,507,36.41,8160.0,145.24002183344902,1680787167.0,1.0,0,,,0.0,,8224.0,0.0,0.5,35.87,8288.0,,145.24002183344902,36.71
36.26,32864,1.0,1,0.0,0.0,0.0,,402,,4,1.0,1.0,33421,,8192.0,508,36.41,8160.0,145.24002183344902,1680787168.0,1.0,0,,,0.0,,8224.0,0.0,0.5,35.87,8288.0,,145.24002183344902,36.71
36.26,32864,1.0,1,0.0,0.0,0.0,,403,,4,1.0,1.0,33590,,8192.0,509,36.41,8160.0,145.24002183344902,1680787169.0,1.0,0,,,0.0,,8224.0,0.0,0.5,35.87,8288.0,,145.24002183344902,36.71
36.26,32864,1.0,1,0.0,0.0,0.0,,404,,4,1.0,1.0,33759,,8192.0,510,36.41,8160.0,145.24002183344902,1680787170.0,1.0,0,,,0.0,,8224.0,0.0,0.5,35.87,8288.0,,145.24002183344902,36.71
36.26,32864,1.0,1,0.0,0.0,0.0,,405,,4,1.0,1.0,33927,,8192.0,511,36.41,8160.0,145.24002183344902,1680787171.0,1.0,0,,,0.0,,8224.0,0.0,0.5,35.87,8288.0,,145.24002183344902,36.71
36.26,32864,1.0,1,0.0,0.0,0.0,,406,,4,1.0,1.0,34095,,8192.0,512,36.41,8160.0,145.24002183344902,1680787172.0,1.0,0,,,0.0,,8224.0,0.0,0.5,35.87,8288.0,,145.24002183344902,36.71
36.26,0,1.0,2,0.0,0.0,0.0,,407,,4,1.0,1.0,151,,8192.0,514,36.41,8160.0,145.24002183344902,1680787174.0,1.0,0,,,224.57,,8224.0,0.0,10.0,35.87,8288.0,,145.24002183344902,36.71
36.26,256,2.0,2,0.0,0.0,0.0,140.44914917726047,408,233.99216152261943,4,2.0,2.0,341,0.0,0.0,515,36.41,0.0,148.00062669946763,1680787175.0,2.0,0,0.0,2.0,219.1,65696.0,0.0,0.0,10.0,35.87,0.0,32864.0,148.00062669946763,36.71
36.94,384,2.0,2,0.0,0.0,0.0,,409,,4,2.0,2.0,511,,64.0,516,37.06,64.0,147.82629209592835,1680787176.0,2.0,0,,,218.21,,64.0,0.0,10.0,36.59,64.0,,147.82629209592835,37.41
36.88,640,2.0,2,0.0,0.0,0.0,,410,,4,2.0,2.0,681,,96.0,517,37.03,96.0,147.55071876519278,1680787177.0,2.0,0,,,217.47,,96.0,0.0,10.0,36.56,96.0,,147.55071876519278,37.35
36.78,768,2.0,2,0.0,0.0,0.0,,411,,4,2.0,2.0,851,,160.0,518,36.97,160.0,147.4088403454171,1680787178.0,2.0,0,,,216.52,,160.0,0.0,10.0,36.52,160.0,,147.4088403454171,37.28
36.75,896,2.0,2,0.0,0.0,0.0,,412,,4,2.0,2.0,1022,,192.0,519,36.94,192.0,147.2883986455498,1680787179.0,2.0,0,,,215.54,,192.0,0.0,10.0,36.5,192.0,,147.2883986455498,37.22
36.72,1152,2.0,2,0.0,0.0,0.0,,413,,4,2.0,2.0,1191,,224.0,521,36.91,224.0,147.03628836361813,1680787181.0,2.0,0,,,214.75,,224.0,0.0,10.0,36.47,224.0,,147.03628836361813,37.19
36.63,1280,2.0,2,0.0,0.0,0.0,,414,,4,2.0,2.0,1360,,288.0,522,36.86,288.0,146.8693672169662,1680787182.0,2.0,0,,,213.85,,288.0,0.0,10.0,36.43,288.0,,146.8693672169662,37.11
36.58,1408,2.0,2,0.0,0.0,0.0,,415,,4,2.0,2.0,1531,,320.0,523,36.83,320.0,146.79114142293363,1680787183.0,2.0,0,,,212.8,,320.0,0.0,10.0,36.39,320.0,,146.79114142293363,37.07
36.58,1664,2.0,2,0.0,0.0,0.0,,416,,4,2.0,2.0,1700,,352.0,524,36.8,352.0,146.59302452219717,1680787184.0,2.0,0,,,211.93,,352.0,0.0,10.0,36.37,352.0,,146.59302452219717,37.05
36.52,1792,2.0,2,0.0,0.0,0.0,,417,,4,2.0,2.0,1869,,416.0,525,36.75,416.0,146.4781627172196,1680787185.0,2.0,0,,,210.94,,416.0,0.0,10.0,36.34,416.0,,146.4781627172196,36.98
36.49,1920,2.0,2,0.0,0.0,0.0,,418,,4,2.0,2.0,2038,,448.0,526,36.72,448.0,146.35900714390107,1680787186.0,2.0,0,,,209.96,,448.0,0.0,10.0,36.32,448.0,,146.35900714390107,36.95
36.46,2176,2.0,2,0.0,0.0,0.0,,419,,4,2.0,2.0,2207,,480.0,528,36.68,480.0,146.14517545359524,1680787188.0,2.0,0,,,209.11,,480.0,0.0,10.0,36.3,480.0,,146.14517545359524,36.92
36.39,2304,2.0,2,0.0,0.0,0.0,,420,,4,2.0,2.0,2376,,544.0,529,36.62,544.0,146.05171955217662,1680787189.0,2.0,0,,,208.09,,544.0,0.0,10.0,36.25,544.0,,146.05171955217662,36.88
36.37,2432,2.0,2,0.0,0.0,0.0,,421,,4,2.0,2.0,2544,,576.0,530,36.6,576.0,145.92313508345134,1680787190.0,2.0,0,,,207.12,,576.0,0.0,10.0,36.22,576.0,,145.92313508345134,36.86
36.35,2656,2.0,2,0.0,0.0,0.0,,422,,4,2.0,2.0,2712,,608.0,531,36.53,608.0,145.7148353190189,1680787191.0,2.0,0,,,206.27,,608.0,0.0,10.0,36.19,608.0,,145.7148353190189,36.85
36.28,2816,2.0,2,0.0,0.0,0.0,,423,,4,2.0,2.0,2880,,672.0,532,36.48,640.0,145.58438875529626,1680787192.0,2.0,0,,,205.3,,672.0,0.0,10.0,36.18,672.0,,145.58438875529626,36.78
36.26,2944,2.0,2,0.0,0.0,0.0,,424,,4,2.0,2.0,3049,,704.0,533,36.43,704.0,145.47427128822068,1680787193.0,2.0,0,,,204.29,,704.0,0.0,10.0,36.15,704.0,,145.47427128822068,36.75
36.22,3136,2.0,2,0.0,0.0,0.0,,425,,4,2.0,2.0,3215,,736.0,535,36.4,736.0,145.30303599066997,1680787195.0,2.0,0,,,203.39,,736.0,0.0,10.0,36.13,736.0,,145.30303599066997,36.73
36.21,3328,2.0,2,0.0,0.0,0.0,,426,,4,2.0,2.0,3382,,768.0,536,36.32,768.0,145.1494309064206,1680787196.0,2.0,0,,,202.45,,800.0,0.0,10.0,36.1,800.0,,145.1494309064206,36.67
