03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_4_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
11949,364.8370555595367,4,11904,112,57.06,169,1,10.0,364.8370555595367,1683048682,0,2816.0,1.0,90.27,0.0,92.41,2848.0,1.0,0.0,1.0,2880.0,0.0,91.19,90.96,2848.0,1.0,0.0,,,,,,,
12388,364.6864843174002,4,12288,113,55.88,171,1,10.0,364.6864843174002,1683048684,0,2944.0,1.0,90.23,0.0,92.39,2976.0,1.0,0.0,1.0,3008.0,0.0,91.28,90.94,2976.0,1.0,0.0,,,,,,,
12826,364.52877652523046,4,12704,114,54.71,172,1,10.0,364.52877652523046,1683048685,0,3040.0,1.0,90.21,0.0,92.35,3072.0,1.0,0.0,1.0,3104.0,0.0,91.25,90.89,3072.0,1.0,0.0,,,,,,,
13266,364.34044611733407,4,13184,115,53.53,173,1,10.0,364.34044611733407,1683048686,0,3136.0,1.0,90.2,0.0,92.33,3168.0,1.0,0.0,1.0,3232.0,0.0,91.17,90.83,3168.0,1.0,0.0,,,,,,,
13707,364.23554180424674,4,13600,116,52.33,174,1,10.0,364.23554180424674,1683048687,0,3264.0,1.0,90.17,0.0,92.3,3296.0,1.0,0.0,1.0,3328.0,0.0,91.06,90.82,3296.0,1.0,0.0,,,,,,,
14146,364.10581389710046,4,14080,117,51.14,175,1,10.0,364.10581389710046,1683048688,0,3360.0,1.0,90.19,0.0,92.22,3392.0,1.0,0.0,1.0,3456.0,0.0,91.0,90.83,3392.0,1.0,0.0,,,,,,,
14586,364.02634604177365,4,14464,118,49.95,177,1,10.0,364.02634604177365,1683048690,0,3488.0,1.0,90.17,0.0,92.2,3520.0,1.0,0.0,1.0,3552.0,0.0,90.96,90.77,3520.0,1.0,0.0,,,,,,,
15024,363.8419173897857,4,14912,119,48.77,178,1,10.0,363.8419173897857,1683048691,0,3584.0,1.0,90.15,0.0,92.2,3616.0,1.0,0.0,1.0,3648.0,0.0,90.95,90.73,3616.0,1.0,0.0,,,,,,,
15463,363.80702732303655,4,15360,120,47.57,179,1,10.0,363.80702732303655,1683048692,0,3680.0,1.0,90.11,0.0,92.17,3744.0,1.0,0.0,1.0,3776.0,0.0,90.88,90.69,3712.0,1.0,0.0,,,,,,,
15901,363.7398510120981,4,15776,121,46.37,180,1,10.0,363.7398510120981,1683048693,0,3808.0,1.0,90.15,0.0,92.12,3840.0,1.0,0.0,1.0,3872.0,0.0,90.88,90.65,3840.0,1.0,0.0,,,,,,,
16337,363.5453934236372,4,16256,122,45.2,181,1,10.0,363.5453934236372,1683048694,0,3904.0,1.0,90.12,0.0,92.09,3936.0,1.0,0.0,1.0,4000.0,0.0,90.91,90.63,3936.0,1.0,0.0,,,,,,,
16774,363.3860328147689,4,16672,123,44.01,183,1,10.0,363.3860328147689,1683048696,0,4032.0,1.0,90.07,0.0,92.1,4064.0,1.0,0.0,1.0,4096.0,0.0,90.82,90.56,4064.0,1.0,0.0,,,,,,,
17210,363.3096222231901,4,17088,124,42.82,184,1,10.0,363.3096222231901,1683048697,0,4128.0,1.0,90.01,0.0,92.1,4160.0,1.0,0.0,1.0,4224.0,0.0,90.78,90.49,4160.0,1.0,0.0,,,,,,,
17647,363.19187793077475,4,17568,125,41.63,185,1,10.0,363.19187793077475,1683048698,0,4224.0,1.0,90.02,0.0,92.05,4288.0,1.0,0.0,1.0,4320.0,0.0,90.75,90.49,4256.0,1.0,0.0,,,,,,,
18085,363.13128618682686,4,17952,126,40.43,186,1,10.0,363.13128618682686,1683048699,0,4352.0,1.0,89.97,0.0,92.02,4384.0,1.0,0.0,1.0,4448.0,0.0,90.7,90.51,4384.0,1.0,0.0,,,,,,,
18521,363.0664384247866,4,18432,127,39.24,187,1,10.0,363.0664384247866,1683048700,0,4448.0,1.0,90.01,0.0,91.98,4480.0,1.0,0.0,1.0,4544.0,0.0,90.68,90.46,4480.0,1.0,0.0,,,,,,,
18958,362.807089841063,4,18848,128,38.06,189,1,10.0,362.807089841063,1683048702,0,4544.0,1.0,90.02,0.0,91.98,4608.0,1.0,0.0,1.0,4672.0,0.0,90.68,90.39,4608.0,1.0,0.0,,,,,,,
19394,362.8426115935519,4,19296,129,36.86,190,1,10.0,362.8426115935519,1683048703,0,4672.0,1.0,89.99,0.0,91.94,4704.0,1.0,0.0,1.0,4768.0,0.0,90.59,90.29,4704.0,1.0,0.0,,,,,,,
19831,362.8303558835084,4,19744,130,35.65,191,1,10.0,362.8303558835084,1683048704,0,4768.0,1.0,90.0,0.0,91.92,4832.0,1.0,0.0,1.0,4896.0,0.0,90.57,90.35,4800.0,1.0,0.0,,,,,,,
20269,362.7179145125171,4,20160,131,34.46,192,1,10.0,362.7179145125171,1683048705,0,4896.0,1.0,89.95,0.0,91.92,4928.0,1.0,0.0,1.0,4992.0,0.0,90.63,90.33,4928.0,1.0,0.0,,,,,,,
20704,362.657390860999,4,20608,132,33.26,193,1,10.0,362.657390860999,1683048706,0,4992.0,1.0,89.89,0.0,91.92,5056.0,1.0,0.0,1.0,5088.0,0.0,90.58,90.32,5024.0,1.0,0.0,,,,,,,
21140,362.65052739772966,4,21024,133,32.06,195,1,10.0,362.65052739772966,1683048708,0,5088.0,1.0,89.92,0.0,91.86,5152.0,1.0,0.0,1.0,5216.0,0.0,90.61,90.27,5152.0,1.0,0.0,,,,,,,
21577,362.6302741515246,4,21472,134,30.86,196,1,10.0,362.6302741515246,1683048709,0,5216.0,1.0,89.89,0.0,91.86,5248.0,1.0,0.0,1.0,5312.0,0.0,90.61,90.29,5248.0,1.0,0.0,,,,,,,
22015,362.6075028535488,4,21888,135,29.66,197,1,10.0,362.6075028535488,1683048710,0,5312.0,1.0,89.88,0.0,91.87,5376.0,1.0,0.0,1.0,5440.0,0.0,90.57,90.31,5344.0,1.0,0.0,,,,,,,
22451,362.52240756622416,4,22368,136,28.46,198,1,10.0,362.52240756622416,1683048711,0,5408.0,1.0,89.89,0.0,91.88,5472.0,1.0,0.0,1.0,5536.0,0.0,90.59,90.25,5472.0,1.0,0.0,,,,,,,
22889,362.54117491210684,4,22784,137,27.25,199,1,10.0,362.54117491210684,1683048712,0,5536.0,1.0,89.86,0.0,91.86,5600.0,1.0,0.0,1.0,5664.0,0.0,90.58,90.21,5568.0,1.0,0.0,,,,,,,
23325,362.479100018611,4,23232,138,26.05,201,1,10.0,362.479100018611,1683048714,0,5632.0,1.0,89.87,0.0,91.87,5696.0,1.0,0.0,1.0,5760.0,0.0,90.55,90.25,5696.0,1.0,0.0,,,,,,,
23761,362.2339800578047,4,23648,139,24.86,202,1,10.0,362.2339800578047,1683048715,0,5760.0,1.0,89.93,0.0,91.87,5792.0,1.0,0.0,1.0,5888.0,0.0,90.5,90.18,5792.0,1.0,0.0,,,,,,,
24197,362.15384848111194,4,24096,140,23.67,203,1,10.0,362.15384848111194,1683048716,0,5856.0,1.0,89.83,0.0,91.83,5920.0,1.0,0.0,1.0,5984.0,0.0,90.5,90.07,5888.0,1.0,0.0,,,,,,,
24633,361.9258322230696,4,24544,141,22.48,204,1,10.0,361.9258322230696,1683048717,0,5952.0,1.0,89.78,0.0,91.85,6016.0,1.0,0.0,1.0,6112.0,0.0,90.49,90.03,6016.0,1.0,0.0,,,,,,,
25068,361.8038328037297,4,24992,142,21.28,205,1,10.0,361.8038328037297,1683048718,0,6080.0,1.0,89.75,0.0,91.79,6144.0,1.0,0.0,1.0,6208.0,0.0,90.42,89.97,6112.0,1.0,0.0,,,,,,,
25502,361.83142936705224,4,25408,143,20.08,207,1,10.0,361.83142936705224,1683048720,0,6176.0,1.0,89.75,0.0,91.64,6240.0,1.0,0.0,1.0,6336.0,0.0,90.45,89.96,6240.0,1.0,0.0,,,,,,,
25938,361.8405684980604,4,25824,144,18.88,208,1,10.0,361.8405684980604,1683048721,0,6304.0,1.0,89.77,0.0,91.66,6336.0,1.0,0.0,1.0,6432.0,0.0,90.44,89.96,6336.0,1.0,0.0,,,,,,,
26372,361.71961752380247,4,26272,145,17.68,209,1,10.0,361.71961752380247,1683048722,0,6400.0,1.0,89.77,0.0,91.67,6464.0,1.0,0.0,1.0,6528.0,0.0,90.41,89.99,6432.0,1.0,0.0,,,,,,,
26808,361.66541916809683,4,26720,146,16.48,210,1,9.42,361.66541916809683,1683048723,0,6496.0,1.0,89.73,0.0,91.66,6560.0,1.0,0.0,1.0,6656.0,0.0,90.36,89.96,6560.0,1.0,0.0,,,,,,,
27244,361.51553196038,4,27136,147,15.28,212,1,8.73,361.51553196038,1683048725,0,6624.0,1.0,89.73,0.0,91.64,6688.0,1.0,0.0,1.0,6752.0,0.0,90.32,89.98,6656.0,1.0,0.0,,,,,,,
27681,361.3827816141739,4,27552,148,14.08,213,1,8.04,361.3827816141739,1683048726,0,6720.0,1.0,89.7,0.0,91.58,6784.0,1.0,0.0,1.0,6880.0,0.0,90.31,89.93,6752.0,1.0,0.0,,,,,,,
28114,361.25978199189353,4,28032,149,12.88,214,1,7.36,361.25978199189353,1683048727,0,6816.0,1.0,89.7,0.0,91.57,6880.0,1.0,0.0,1.0,6976.0,0.0,90.21,89.91,6880.0,1.0,0.0,,,,,,,
28554,361.21556249254155,4,28448,150,11.67,215,1,6.67,361.21556249254155,1683048728,0,6944.0,1.0,89.65,0.0,91.5,7008.0,1.0,0.0,1.0,7104.0,0.0,90.15,89.97,6976.0,1.0,0.0,,,,,,,
28988,361.1032900846606,4,28928,151,10.47,216,1,5.98,361.1032900846606,1683048729,0,7040.0,1.0,89.67,0.0,91.49,7104.0,1.0,0.0,1.0,7200.0,0.0,90.15,89.9,7104.0,1.0,0.0,,,,,,,
29423,361.0518913194184,4,29312,152,9.26,218,1,5.29,361.0518913194184,1683048731,0,7168.0,1.0,89.59,0.0,91.51,7232.0,1.0,0.0,1.0,7328.0,0.0,90.17,89.83,7200.0,1.0,0.0,,,,,,,
29857,360.94581662811544,4,29728,153,8.06,219,1,4.61,360.94581662811544,1683048732,0,7264.0,1.0,89.54,0.0,91.49,7328.0,1.0,0.0,1.0,7424.0,0.0,90.14,89.88,7296.0,1.0,0.0,,,,,,,
30292,361.0148385767419,4,30208,154,6.86,220,1,3.92,361.0148385767419,1683048733,0,7360.0,1.0,89.57,0.0,91.46,7424.0,1.0,0.0,1.0,7520.0,0.0,90.07,89.84,7424.0,1.0,0.0,,,,,,,
30727,360.9962394203858,4,30624,155,5.65,221,1,3.23,360.9962394203858,1683048734,0,7488.0,1.0,89.54,0.0,91.51,7552.0,1.0,0.0,1.0,7648.0,0.0,90.14,89.82,7520.0,1.0,0.0,,,,,,,
31162,360.9165357973949,4,31072,156,4.45,222,1,2.54,360.9165357973949,1683048735,0,7584.0,1.0,89.56,0.0,91.47,7648.0,1.0,0.0,1.0,7744.0,0.0,90.16,89.81,7648.0,1.0,0.0,,,,,,,
31596,360.72318376400546,4,31488,157,3.25,224,1,1.86,360.72318376400546,1683048737,0,7680.0,1.0,89.54,0.0,91.5,7776.0,1.0,0.0,1.0,7872.0,0.0,90.12,89.75,7744.0,1.0,0.0,,,,,,,
32030,360.64557262858136,4,31936,158,2.05,225,1,1.17,360.64557262858136,1683048738,0,7808.0,1.0,89.54,0.0,91.45,7872.0,1.0,0.0,1.0,7968.0,0.0,90.07,89.67,7840.0,1.0,0.0,,,,,,,
32463,360.7161989997526,4,32384,159,0.85,226,1,0.5,360.7161989997526,1683048739,0,7904.0,1.0,89.48,0.0,91.45,7968.0,1.0,0.0,1.0,8096.0,0.0,90.06,89.66,7968.0,1.0,0.0,,,,,,,
32898,360.74487386736746,4,32800,160,0.0,227,1,0.5,360.74487386736746,1683048740,0,8032.0,1.0,89.58,0.0,91.43,8096.0,1.0,0.0,1.0,8192.0,0.0,90.07,89.64,8064.0,1.0,0.0,,,,,,,
33330,360.71387173326514,4,32832,161,0.0,228,1,0.5,360.71387173326514,1683048741,0,8128.0,1.0,89.56,0.0,91.46,8192.0,1.0,0.0,1.0,8320.0,0.0,90.03,89.7,8160.0,1.0,0.0,,,,,,,
33763,360.71387173326514,4,32832,162,0.0,230,1,0.5,360.71387173326514,1683048743,0,8128.0,1.0,89.56,0.0,91.46,8192.0,1.0,0.0,1.0,8320.0,0.0,90.03,89.67,8192.0,1.0,0.0,,,,,,,
34196,360.71387173326514,4,32832,163,0.0,231,1,0.5,360.71387173326514,1683048744,0,8128.0,1.0,89.56,0.0,91.46,8192.0,1.0,0.0,1.0,8320.0,0.0,90.03,89.67,8192.0,1.0,0.0,,,,,,,
34630,360.71387173326514,4,32832,164,0.0,232,1,0.5,360.71387173326514,1683048745,0,8128.0,1.0,89.56,0.0,91.46,8192.0,1.0,0.0,1.0,8320.0,0.0,90.03,89.67,8192.0,1.0,0.0,,,,,,,
35064,360.71387173326514,4,32832,165,0.0,233,1,0.5,360.71387173326514,1683048746,0,8128.0,1.0,89.56,0.0,91.46,8192.0,1.0,0.0,1.0,8320.0,0.0,90.03,89.67,8192.0,1.0,0.0,,,,,,,
361,368.9955097563627,4,256,166,87.83,234,2,10.0,368.9955097563627,1683048747,0,8128.0,1.0,89.56,0.0,91.46,8192.0,1.0,0.0,1.0,8320.0,0.0,90.03,89.67,8192.0,1.0,0.0,,,,,,,
798,367.5087996804847,4,672,167,86.99,236,2,10.0,367.5087996804847,1683048749,0,64.0,2.0,91.64,0.0,93.43,64.0,2.0,0.0,2.0,64.0,0.0,92.08,91.84,64.0,2.0,0.0,96.37700462900102,0.0,65664.0,32832.0,0.0,340.6621748246412,2.0
1237,366.0662284820494,4,1152,168,86.13,237,2,10.0,366.0662284820494,1683048750,0,160.0,2.0,91.22,0.0,92.99,160.0,2.0,0.0,2.0,192.0,0.0,91.75,91.55,160.0,2.0,0.0,,,,,,,
1678,365.10691225859284,4,1568,169,85.15,238,2,10.0,365.10691225859284,1683048751,0,288.0,2.0,90.86,0.0,92.69,288.0,2.0,0.0,2.0,288.0,0.0,91.27,91.25,288.0,2.0,0.0,,,,,,,
2115,364.4245532492609,4,2048,170,84.11,239,2,10.0,364.4245532492609,1683048752,0,384.0,2.0,90.63,0.0,92.44,384.0,2.0,0.0,2.0,416.0,0.0,91.02,91.02,384.0,2.0,0.0,,,,,,,
2549,364.0075471197556,4,2432,171,83.02,240,2,10.0,364.0075471197556,1683048753,0,512.0,2.0,90.46,0.0,92.3,512.0,2.0,0.0,2.0,512.0,0.0,90.87,90.8,512.0,2.0,0.0,,,,,,,
2986,363.42961485294074,4,2880,172,81.95,242,2,10.0,363.42961485294074,1683048755,0,608.0,2.0,90.39,0.0,92.17,608.0,2.0,0.0,2.0,608.0,0.0,90.76,90.69,608.0,2.0,0.0,,,,,,,
3420,362.9568366802448,4,3328,173,80.86,243,2,10.0,362.9568366802448,1683048756,0,704.0,2.0,90.21,0.0,92.02,736.0,2.0,0.0,2.0,736.0,0.0,90.66,90.54,704.0,2.0,0.0,,,,,,,
3861,362.70717815314424,4,3744,174,79.7,244,2,10.0,362.70717815314424,1683048757,0,832.0,2.0,90.09,0.0,91.92,832.0,2.0,0.0,2.0,832.0,0.0,90.52,90.43,832.0,2.0,0.0,,,,,,,
4295,362.4220369688927,4,4192,175,78.56,245,2,10.0,362.4220369688927,1683048758,0,928.0,2.0,90.03,0.0,91.83,928.0,2.0,0.0,2.0,960.0,0.0,90.52,90.32,928.0,2.0,0.0,,,,,,,
4728,362.16686215957526,4,4640,176,77.42,246,2,10.0,362.16686215957526,1683048759,0,1024.0,2.0,89.96,0.0,91.78,1056.0,2.0,0.0,2.0,1056.0,0.0,90.4,90.27,1056.0,2.0,0.0,,,,,,,
5165,362.13124846313474,4,5056,177,76.22,248,2,10.0,362.13124846313474,1683048761,0,1152.0,2.0,89.93,0.0,91.75,1152.0,2.0,0.0,2.0,1184.0,0.0,90.35,90.13,1152.0,2.0,0.0,,,,,,,
5603,362.0905137582637,4,5536,178,75.02,249,2,10.0,362.0905137582637,1683048762,0,1248.0,2.0,89.98,0.0,91.69,1280.0,2.0,0.0,2.0,1280.0,0.0,90.33,90.13,1248.0,2.0,0.0,,,,,,,
6043,361.8987327847087,4,5920,179,73.85,250,2,10.0,361.8987327847087,1683048763,0,1376.0,2.0,90.01,0.0,91.65,1376.0,2.0,0.0,2.0,1408.0,0.0,90.34,90.09,1376.0,2.0,0.0,,,,,,,
6480,361.82816511205164,4,6368,180,72.65,251,2,10.0,361.82816511205164,1683048764,0,1472.0,2.0,89.95,0.0,91.61,1472.0,2.0,0.0,2.0,1504.0,0.0,90.36,89.97,1472.0,2.0,0.0,,,,,,,
6913,361.782957654663,4,6816,181,71.47,252,2,10.0,361.782957654663,1683048765,0,1568.0,2.0,89.94,0.0,91.61,1600.0,2.0,0.0,2.0,1600.0,0.0,90.3,89.97,1600.0,2.0,0.0,,,,,,,
7345,361.5608336599196,4,7232,182,70.31,254,2,10.0,361.5608336599196,1683048767,0,1696.0,2.0,89.92,0.0,91.57,1696.0,2.0,0.0,2.0,1728.0,0.0,90.31,89.98,1696.0,2.0,0.0,,,,,,,
7779,361.49595715662804,4,7712,183,69.13,255,2,10.0,361.49595715662804,1683048768,0,1792.0,2.0,89.84,0.0,91.57,1824.0,2.0,0.0,2.0,1824.0,0.0,90.25,89.9,1792.0,2.0,0.0,,,,,,,
8214,361.39659216429516,4,8096,184,67.94,256,2,10.0,361.39659216429516,1683048769,0,1920.0,2.0,89.81,0.0,91.53,1920.0,2.0,0.0,2.0,1952.0,0.0,90.27,89.88,1920.0,2.0,0.0,,,,,,,
8649,361.324830418416,4,8544,185,66.75,257,2,10.0,361.324830418416,1683048770,0,2016.0,2.0,89.79,0.0,91.52,2016.0,2.0,0.0,2.0,2048.0,0.0,90.17,89.92,2016.0,2.0,0.0,,,,,,,
9083,361.3077277944794,4,8992,186,65.55,258,2,10.0,361.3077277944794,1683048771,0,2112.0,2.0,89.83,0.0,91.51,2144.0,2.0,0.0,2.0,2176.0,0.0,90.13,89.85,2112.0,2.0,0.0,,,,,,,
9517,361.19126682237834,4,9408,187,64.37,260,2,10.0,361.19126682237834,1683048773,0,2240.0,2.0,89.84,0.0,91.48,2240.0,2.0,0.0,2.0,2272.0,0.0,90.11,89.88,2240.0,2.0,0.0,,,,,,,
9951,361.1451522494044,4,9856,188,63.18,261,2,10.0,361.1451522494044,1683048774,0,2336.0,2.0,89.8,0.0,91.44,2336.0,2.0,0.0,2.0,2400.0,0.0,90.1,89.85,2336.0,2.0,0.0,,,,,,,
10385,361.0139186752483,4,10272,189,62.0,262,2,10.0,361.0139186752483,1683048775,0,2432.0,2.0,89.8,0.0,91.45,2464.0,2.0,0.0,2.0,2496.0,0.0,90.06,89.83,2464.0,2.0,0.0,,,,,,,
10820,360.9279982283015,4,10720,190,60.81,263,2,10.0,360.9279982283015,1683048776,0,2560.0,2.0,89.73,0.0,91.43,2560.0,2.0,0.0,2.0,2592.0,0.0,90.0,89.85,2560.0,2.0,0.0,,,,,,,
11254,360.91895751575294,4,11168,191,59.61,265,2,10.0,360.91895751575294,1683048778,0,2656.0,2.0,89.73,0.0,91.46,2688.0,2.0,0.0,2.0,2720.0,0.0,89.97,89.77,2656.0,2.0,0.0,,,,,,,
11685,360.8147089378178,4,11584,192,58.43,266,2,10.0,360.8147089378178,1683048779,0,2784.0,2.0,89.7,0.0,91.46,2784.0,2.0,0.0,2.0,2816.0,0.0,89.97,89.78,2784.0,2.0,0.0,,,,,,,
12118,360.7774770725147,4,12000,193,57.24,267,2,10.0,360.7774770725147,1683048780,0,2880.0,2.0,89.71,0.0,91.46,2880.0,2.0,0.0,2.0,2944.0,0.0,89.94,89.7,2880.0,2.0,0.0,,,,,,,
12552,360.6045057703846,4,12480,194,56.06,268,2,10.0,360.6045057703846,1683048781,0,2976.0,2.0,89.62,0.0,91.44,3008.0,2.0,0.0,2.0,3040.0,0.0,89.97,89.74,2976.0,2.0,0.0,,,,,,,
12985,360.5947060459392,4,12864,195,54.86,269,2,10.0,360.5947060459392,1683048782,0,3104.0,2.0,89.68,0.0,91.37,3104.0,2.0,0.0,2.0,3168.0,0.0,89.93,89.62,3104.0,2.0,0.0,,,,,,,
13420,360.5618484982482,4,13312,196,53.66,271,2,10.0,360.5618484982482,1683048784,0,3200.0,2.0,89.63,0.0,91.37,3200.0,2.0,0.0,2.0,3264.0,0.0,89.93,89.67,3200.0,2.0,0.0,,,,,,,
13854,360.5348669102285,4,13760,197,52.46,272,2,10.0,360.5348669102285,1683048785,0,3296.0,2.0,89.64,0.0,91.38,3328.0,2.0,0.0,2.0,3360.0,0.0,89.92,89.61,3328.0,2.0,0.0,,,,,,,
14291,360.59991856408453,4,14176,198,51.24,273,2,10.0,360.59991856408453,1683048786,0,3424.0,2.0,89.58,0.0,91.44,3424.0,2.0,0.0,2.0,3488.0,0.0,89.85,89.66,3424.0,2.0,0.0,,,,,,,
14724,360.57210927714596,4,14624,199,50.04,274,2,10.0,360.57210927714596,1683048787,0,3520.0,2.0,89.63,0.0,91.44,3552.0,2.0,0.0,2.0,3584.0,0.0,89.91,89.61,3520.0,2.0,0.0,,,,,,,
15158,360.49276471419864,4,15040,200,48.85,275,2,10.0,360.49276471419864,1683048788,0,3616.0,2.0,89.62,0.0,91.44,3648.0,2.0,0.0,2.0,3712.0,0.0,89.93,89.58,3648.0,2.0,0.0,,,,,,,
15594,360.4740794771741,4,15488,201,47.64,277,2,10.0,360.4740794771741,1683048790,0,3744.0,2.0,89.62,0.0,91.46,3744.0,2.0,0.0,2.0,3808.0,0.0,89.93,89.48,3744.0,2.0,0.0,,,,,,,
16027,360.4492343509614,4,15936,202,46.45,278,2,10.0,360.4492343509614,1683048791,0,3840.0,2.0,89.64,0.0,91.45,3872.0,2.0,0.0,2.0,3936.0,0.0,89.9,89.48,3840.0,2.0,0.0,,,,,,,
16461,360.36732033736314,4,16384,203,45.25,279,2,10.0,360.36732033736314,1683048792,0,3968.0,2.0,89.62,0.0,91.44,3968.0,2.0,0.0,2.0,4032.0,0.0,89.92,89.46,3968.0,2.0,0.0,,,,,,,
16892,360.1477283162494,4,16768,204,44.08,280,2,10.0,360.1477283162494,1683048793,0,4064.0,2.0,89.59,0.0,91.41,4096.0,2.0,0.0,2.0,4160.0,0.0,89.83,89.54,4064.0,2.0,0.0,,,,,,,
17323,359.9966753877092,4,17216,205,42.9,281,2,10.0,359.9966753877092,1683048794,0,4160.0,2.0,89.44,0.0,91.44,4192.0,2.0,0.0,2.0,4256.0,0.0,89.89,89.38,4160.0,2.0,0.0,,,,,,,
17753,359.8269364788991,4,17664,206,41.73,283,2,10.0,359.8269364788991,1683048796,0,4288.0,2.0,89.42,0.0,91.44,4288.0,2.0,0.0,2.0,4352.0,0.0,89.87,89.27,4288.0,2.0,0.0,,,,,,,
18183,359.7908258928305,4,18048,207,40.54,284,2,10.0,359.7908258928305,1683048797,0,4384.0,2.0,89.4,0.0,91.39,4416.0,2.0,0.0,2.0,4480.0,0.0,89.79,89.25,4384.0,2.0,0.0,,,,,,,
18613,359.7729966910171,4,18528,208,39.34,285,2,10.0,359.7729966910171,1683048798,0,4480.0,2.0,89.38,0.0,91.33,4512.0,2.0,0.0,2.0,4576.0,0.0,89.82,89.26,4480.0,2.0,0.0,,,,,,,
19044,359.81997230269883,4,18944,209,38.14,286,2,10.0,359.81997230269883,1683048799,0,4608.0,2.0,89.38,0.0,91.28,4608.0,2.0,0.0,2.0,4704.0,0.0,89.72,89.39,4608.0,2.0,0.0,,,,,,,
19475,359.90498541759973,4,19328,210,36.93,287,2,10.0,359.90498541759973,1683048800,0,4704.0,2.0,89.42,0.0,91.33,4736.0,2.0,0.0,2.0,4800.0,0.0,89.77,89.3,4704.0,2.0,0.0,,,,,,,
19905,359.8375042213547,4,19808,211,35.75,289,2,10.0,359.8375042213547,1683048802,0,4800.0,2.0,89.44,0.0,91.34,4832.0,2.0,0.0,2.0,4896.0,0.0,89.76,89.36,4800.0,2.0,0.0,,,,,,,
20338,359.8420536812599,4,20224,212,34.54,290,2,10.0,359.8420536812599,1683048803,0,4928.0,2.0,89.41,0.0,91.3,4928.0,2.0,0.0,2.0,5024.0,0.0,89.82,89.31,4928.0,2.0,0.0,,,,,,,
20772,359.7912866493631,4,20672,213,33.34,291,2,10.0,359.7912866493631,1683048804,0,5024.0,2.0,89.46,0.0,91.27,5056.0,2.0,0.0,2.0,5120.0,0.0,89.81,89.3,5024.0,2.0,0.0,,,,,,,
21207,359.79523070626055,4,21120,214,32.13,292,2,10.0,359.79523070626055,1683048805,0,5120.0,2.0,89.42,0.0,91.26,5152.0,2.0,0.0,2.0,5248.0,0.0,89.81,89.29,5152.0,2.0,0.0,,,,,,,
21639,359.7098706511536,4,21536,215,30.94,293,2,10.0,359.7098706511536,1683048806,0,5248.0,2.0,89.44,0.0,91.26,5280.0,2.0,0.0,2.0,5344.0,0.0,89.8,89.3,5248.0,2.0,0.0,,,,,,,
22074,359.65638737542133,4,21984,216,29.73,295,2,10.0,359.65638737542133,1683048808,0,5344.0,2.0,89.42,0.0,91.18,5376.0,2.0,0.0,2.0,5472.0,0.0,89.73,89.38,5344.0,2.0,0.0,,,,,,,
22507,359.5785208192889,4,22400,217,28.54,296,2,10.0,359.5785208192889,1683048809,0,5472.0,2.0,89.39,0.0,91.16,5472.0,2.0,0.0,2.0,5568.0,0.0,89.8,89.31,5472.0,2.0,0.0,,,,,,,
22941,359.65319859579745,4,22816,218,27.32,297,2,10.0,359.65319859579745,1683048810,0,5568.0,2.0,89.36,0.0,91.11,5600.0,2.0,0.0,2.0,5664.0,0.0,89.75,89.36,5568.0,2.0,0.0,,,,,,,
23374,359.5769834528656,4,23264,219,26.13,298,2,10.0,359.5769834528656,1683048811,0,5664.0,2.0,89.41,0.0,91.1,5696.0,2.0,0.0,2.0,5792.0,0.0,89.79,89.36,5664.0,2.0,0.0,,,,,,,
23809,359.4033997922867,4,23712,220,24.93,299,2,10.0,359.4033997922867,1683048812,0,5792.0,2.0,89.38,0.0,91.08,5792.0,2.0,0.0,2.0,5888.0,0.0,89.81,89.3,5792.0,2.0,0.0,,,,,,,
24241,359.3954192047357,4,24096,221,23.73,301,2,10.0,359.3954192047357,1683048814,0,5888.0,2.0,89.32,0.0,91.11,5920.0,2.0,0.0,2.0,6016.0,0.0,89.68,89.29,5888.0,2.0,0.0,,,,,,,
24674,359.3868289825548,4,24608,222,22.52,302,2,10.0,359.3868289825548,1683048815,0,5984.0,2.0,89.29,0.0,91.08,6016.0,2.0,0.0,2.0,6112.0,0.0,89.69,89.34,5984.0,2.0,0.0,,,,,,,
25106,359.3116181447469,4,24992,223,21.32,303,2,10.0,359.3116181447469,1683048816,0,6112.0,2.0,89.33,0.0,91.1,6144.0,2.0,0.0,2.0,6240.0,0.0,89.66,89.3,6112.0,2.0,0.0,,,,,,,
