03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_4_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_4_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
8096,937.4747968192663,4,7936,109,26.32,173,3,10.0,937.4747968192663,1683048100,0,1696.0,3.0,234.65,0.0,228.78,1728.0,234.25,1696.0,3.0,0.0,3.0,3.0,1696.0,0.0,235.88,0.0,,,,,,,
9216,937.5330309705189,4,9056,110,25.12,174,3,10.0,937.5330309705189,1683048101,0,1984.0,3.0,234.6,0.0,233.05,2016.0,234.15,1984.0,3.0,0.0,3.0,3.0,1952.0,0.0,235.67,0.0,,,,,,,
10336,936.9854516792151,4,10208,111,23.94,175,3,10.0,936.9854516792151,1683048102,0,2272.0,3.0,233.54,0.0,234.43,2304.0,233.89,2240.0,3.0,0.0,3.0,3.0,2240.0,0.0,235.68,0.0,,,,,,,
11462,937.1619356602106,4,11296,112,22.73,177,3,10.0,937.1619356602106,1683048104,0,2560.0,3.0,233.68,0.0,235.22,2592.0,233.02,2528.0,3.0,0.0,3.0,3.0,2528.0,0.0,235.07,0.0,,,,,,,
12588,936.1556613544784,4,12416,113,21.56,178,3,10.0,936.1556613544784,1683048105,0,2816.0,3.0,233.72,0.0,234.33,2848.0,233.36,2816.0,3.0,0.0,3.0,3.0,2816.0,0.0,235.76,0.0,,,,,,,
13719,938.3039122699013,4,13536,114,20.3,179,3,10.0,938.3039122699013,1683048106,0,3104.0,3.0,233.96,0.0,233.64,3136.0,233.07,3072.0,3.0,0.0,3.0,3.0,3104.0,0.0,235.48,0.0,,,,,,,
14833,935.7288385616057,4,14688,115,19.17,180,3,10.0,935.7288385616057,1683048107,0,3392.0,3.0,234.45,0.0,234.62,3424.0,233.47,3360.0,3.0,0.0,3.0,3.0,3360.0,0.0,235.76,0.0,,,,,,,
15961,936.8426407788968,4,15808,116,17.94,181,3,10.0,936.8426407788968,1683048108,0,3680.0,3.0,233.33,0.0,233.52,3712.0,233.56,3648.0,3.0,0.0,3.0,3.0,3648.0,0.0,235.33,0.0,,,,,,,
17067,928.8631422870586,4,16896,117,16.9,183,3,9.66,928.8631422870586,1683048110,0,3936.0,3.0,233.97,0.0,233.79,4000.0,233.72,3936.0,3.0,0.0,3.0,3.0,3936.0,0.0,235.36,0.0,,,,,,,
18187,928.8114608807641,4,18016,118,15.7,184,3,8.97,928.8114608807641,1683048111,0,4224.0,3.0,234.38,0.0,225.96,4288.0,233.81,4192.0,3.0,0.0,3.0,3.0,4192.0,0.0,234.71,0.0,,,,,,,
19294,928.5386124697965,4,19136,119,14.51,185,3,8.29,928.5386124697965,1683048112,0,4512.0,3.0,234.87,0.0,226.04,4544.0,234.1,4480.0,3.0,0.0,3.0,3.0,4480.0,0.0,233.8,0.0,,,,,,,
20418,933.3531741829338,4,20288,120,13.23,186,3,7.56,933.3531741829338,1683048113,0,4800.0,3.0,234.53,0.0,226.4,4832.0,234.26,4768.0,3.0,0.0,3.0,3.0,4736.0,0.0,233.35,0.0,,,,,,,
21510,921.2708117093283,4,21344,121,12.22,187,3,6.98,921.2708117093283,1683048114,0,5088.0,3.0,234.98,0.0,231.16,5120.0,235.18,5056.0,3.0,0.0,3.0,3.0,5024.0,0.0,232.03,0.0,,,,,,,
22638,929.5802881018634,4,22496,122,10.9,189,3,6.23,929.5802881018634,1683048116,0,5344.0,3.0,234.8,0.0,221.08,5376.0,235.29,5344.0,3.0,0.0,3.0,3.0,5280.0,0.0,230.11,0.0,,,,,,,
23762,935.391880224068,4,23616,123,9.63,190,3,5.5,935.391880224068,1683048117,0,5632.0,3.0,234.67,0.0,228.64,5664.0,235.49,5632.0,3.0,0.0,3.0,3.0,5568.0,0.0,230.78,0.0,,,,,,,
24892,936.9244632385128,4,24736,124,8.41,191,3,4.8,936.9244632385128,1683048118,0,5920.0,3.0,234.17,0.0,232.24,5952.0,235.86,5888.0,3.0,0.0,3.0,3.0,5856.0,0.0,233.13,0.0,,,,,,,
26018,936.5230895914495,4,25856,125,7.21,192,3,4.12,936.5230895914495,1683048119,0,6208.0,3.0,233.98,0.0,233.12,6240.0,235.95,6176.0,3.0,0.0,3.0,3.0,6112.0,0.0,233.88,0.0,,,,,,,
27144,935.1777320231009,4,26976,126,6.01,193,3,3.44,935.1777320231009,1683048120,0,6496.0,3.0,233.85,0.0,233.76,6496.0,236.0,6464.0,3.0,0.0,3.0,3.0,6400.0,0.0,232.91,0.0,,,,,,,
28268,935.1975321483058,4,28128,127,4.81,195,3,2.75,935.1975321483058,1683048122,0,6752.0,3.0,233.45,0.0,233.53,6784.0,235.22,6752.0,3.0,0.0,3.0,3.0,6688.0,0.0,232.98,0.0,,,,,,,
29392,934.5549373395053,4,29248,128,3.61,196,3,2.06,934.5549373395053,1683048123,0,7040.0,3.0,232.66,0.0,233.96,7072.0,235.94,7040.0,3.0,0.0,3.0,3.0,6976.0,0.0,232.64,0.0,,,,,,,
30508,933.1528090581511,4,30336,129,2.42,197,3,1.38,933.1528090581511,1683048124,0,7328.0,3.0,233.12,0.0,233.68,7328.0,235.82,7328.0,3.0,0.0,3.0,3.0,7264.0,0.0,231.94,0.0,,,,,,,
31627,932.5762953227782,4,31456,130,1.22,198,3,0.7,932.5762953227782,1683048125,0,7584.0,3.0,232.15,0.0,232.98,7616.0,235.73,7616.0,3.0,0.0,3.0,3.0,7520.0,0.0,232.3,0.0,,,,,,,
32730,925.2977978757941,4,32576,131,0.04,199,3,0.5,925.2977978757941,1683048126,0,7872.0,3.0,231.34,0.0,231.99,7904.0,235.75,7872.0,3.0,0.0,3.0,3.0,7808.0,0.0,233.51,0.0,,,,,,,
33844,926.6183160232534,4,32832,132,0.0,201,3,0.5,926.6183160232534,1683048128,0,8160.0,3.0,232.42,0.0,224.46,8192.0,234.21,8160.0,3.0,0.0,3.0,3.0,8064.0,0.0,234.21,0.0,,,,,,,
34955,926.6183160232534,4,32832,133,0.0,202,3,0.5,926.6183160232534,1683048129,0,8224.0,3.0,231.18,0.0,226.5,8256.0,234.99,8224.0,3.0,0.0,3.0,3.0,8128.0,0.0,233.95,0.0,,,,,,,
36065,926.6183160232534,4,32832,134,0.0,203,3,0.5,926.6183160232534,1683048130,0,8224.0,3.0,231.18,0.0,226.5,8256.0,234.99,8224.0,3.0,0.0,3.0,3.0,8128.0,0.0,233.95,0.0,,,,,,,
37172,926.6183160232534,4,32832,135,0.0,204,3,0.5,926.6183160232534,1683048131,0,8224.0,3.0,231.18,0.0,226.5,8256.0,234.99,8224.0,3.0,0.0,3.0,3.0,8128.0,0.0,233.95,0.0,,,,,,,
38292,926.6183160232534,4,32832,136,0.0,205,3,0.5,926.6183160232534,1683048132,0,8224.0,3.0,231.18,0.0,226.5,8256.0,234.99,8224.0,3.0,0.0,3.0,3.0,8128.0,0.0,233.95,0.0,,,,,,,
1334,926.6183160232534,4,0,137,33.92,207,4,10.0,926.6183160232534,1683048134,0,8224.0,3.0,231.18,0.0,226.5,8256.0,234.99,8224.0,3.0,0.0,3.0,3.0,8128.0,0.0,233.95,0.0,,,,,,,
2449,926.6183160232534,4,0,138,32.72,208,4,10.0,926.6183160232534,1683048135,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,40.80525133945048,0.0,131328.0,32832.0,0.0,804.6023225510206,4.0
3559,926.6183160232534,4,0,139,31.52,209,4,10.0,926.6183160232534,1683048136,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
4677,926.6183160232534,4,0,140,30.32,210,4,10.0,926.6183160232534,1683048137,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
8408,926.6183160232534,4,0,141,26.29,214,4,10.0,926.6183160232534,1683048141,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
9361,926.6183160232534,4,0,142,25.26,215,4,10.0,926.6183160232534,1683048142,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
10317,926.6183160232534,4,0,143,24.23,216,4,10.0,926.6183160232534,1683048143,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
11267,926.6183160232534,4,0,144,23.2,217,4,10.0,926.6183160232534,1683048144,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
12215,926.6183160232534,4,0,145,22.18,218,4,10.0,926.6183160232534,1683048145,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
13169,926.6183160232534,4,0,146,21.15,219,4,10.0,926.6183160232534,1683048146,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
14121,926.6183160232534,4,0,147,20.12,220,4,10.0,926.6183160232534,1683048147,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
15075,926.6183160232534,4,0,148,19.09,222,4,10.0,926.6183160232534,1683048149,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
16020,926.6183160232534,4,0,149,18.07,223,4,10.0,926.6183160232534,1683048150,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
16972,926.6183160232534,4,0,150,17.05,224,4,9.74,926.6183160232534,1683048151,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
17926,926.6183160232534,4,0,151,16.02,225,4,9.15,926.6183160232534,1683048152,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
18873,926.6183160232534,4,0,152,15.0,226,4,8.57,926.6183160232534,1683048153,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
19829,926.6183160232534,4,0,153,13.96,227,4,7.98,926.6183160232534,1683048154,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
20781,926.6183160232534,4,0,154,12.94,228,4,7.39,926.6183160232534,1683048155,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
21733,926.6183160232534,4,0,155,11.91,229,4,6.81,926.6183160232534,1683048156,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
22684,926.6183160232534,4,0,156,10.88,230,4,6.22,926.6183160232534,1683048157,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
23630,926.6183160232534,4,0,157,9.86,231,4,5.64,926.6183160232534,1683048158,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
24583,926.6183160232534,4,0,158,8.83,232,4,5.05,926.6183160232534,1683048159,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
25531,926.6183160232534,4,0,159,7.81,233,4,4.46,926.6183160232534,1683048160,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
26489,926.6183160232534,4,0,160,6.78,234,4,3.87,926.6183160232534,1683048161,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
27437,926.6183160232534,4,0,161,5.75,235,4,3.29,926.6183160232534,1683048162,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
28386,926.6183160232534,4,0,162,4.73,236,4,2.7,926.6183160232534,1683048163,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
29338,926.6183160232534,4,0,163,3.7,237,4,2.11,926.6183160232534,1683048164,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
30290,926.6183160232534,4,0,164,2.67,238,4,1.53,926.6183160232534,1683048165,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
31242,926.6183160232534,4,0,165,1.65,239,4,0.94,926.6183160232534,1683048166,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
32193,926.6183160232534,4,0,166,0.62,240,4,0.5,926.6183160232534,1683048167,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
33144,926.6183160232534,4,0,167,0.0,241,4,0.5,926.6183160232534,1683048168,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
34098,926.6183160232534,4,0,168,0.0,242,4,0.5,926.6183160232534,1683048169,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
35051,926.6183160232534,4,0,169,0.0,243,4,0.5,926.6183160232534,1683048170,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
36008,926.6183160232534,4,0,170,0.0,244,4,0.5,926.6183160232534,1683048171,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
36958,926.6183160232534,4,0,171,0.0,245,4,0.5,926.6183160232534,1683048172,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
37912,926.6183160232534,4,0,172,0.0,246,4,0.5,926.6183160232534,1683048173,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
38862,926.6183160232534,4,0,173,0.0,247,4,0.5,926.6183160232534,1683048174,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
39812,926.6183160232534,4,0,174,0.0,248,4,0.5,926.6183160232534,1683048175,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
40769,926.6183160232534,4,0,175,0.0,249,4,0.5,926.6183160232534,1683048176,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
41721,926.6183160232534,4,0,176,0.0,250,4,0.5,926.6183160232534,1683048177,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
42671,926.6183160232534,4,0,177,0.0,251,4,0.5,926.6183160232534,1683048178,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
43625,926.6183160232534,4,0,178,0.0,252,4,0.5,926.6183160232534,1683048179,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
44582,926.6183160232534,4,0,179,0.0,253,4,0.5,926.6183160232534,1683048180,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
45539,926.6183160232534,4,0,180,0.0,254,4,0.5,926.6183160232534,1683048181,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
46491,926.6183160232534,4,0,181,0.0,255,4,0.5,926.6183160232534,1683048182,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
47440,926.6183160232534,4,0,182,0.0,256,4,0.5,926.6183160232534,1683048183,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
48387,926.6183160232534,4,0,183,0.0,257,4,0.5,926.6183160232534,1683048184,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
49343,926.6183160232534,4,0,184,0.0,258,4,0.5,926.6183160232534,1683048185,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
50295,926.6183160232534,4,0,185,0.0,260,4,0.5,926.6183160232534,1683048187,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
51244,926.6183160232534,4,0,186,0.0,261,4,0.5,926.6183160232534,1683048188,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
52201,926.6183160232534,4,0,187,0.0,262,4,0.5,926.6183160232534,1683048189,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
53148,926.6183160232534,4,0,188,0.0,263,4,0.5,926.6183160232534,1683048190,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
54098,926.6183160232534,4,0,189,0.0,264,4,0.5,926.6183160232534,1683048191,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
55046,926.6183160232534,4,0,190,0.0,265,4,0.5,926.6183160232534,1683048192,0,0.0,4.0,231.18,0.0,226.5,0.0,234.99,0.0,4.0,0.0,4.0,4.0,0.0,0.0,233.95,0.0,,,,,,,
